"","School","State","School.Type","Total.Disbursements","Year"
"7064","INDIAN RIVER STATE COLLEGE","FL","PUBLIC",10167784,"2011_2012"
"7065","JACKSONVILLE UNIVERSITY","FL","PRIVATE",28135206,"2011_2012"
"7066","JONES COLLEGE","FL","PRIVATE",4621519,"2011_2012"
"7067","EVEREST UNIVERSITY","FL","PROPRIETARY",270516638,"2011_2012"
"7068","BROWARD COLLEGE","FL","PUBLIC",33422015,"2011_2012"
"7069","FLORIDA GATEWAY COLLEGE","FL","PUBLIC",1948696,"2011_2012"
"7070","LAKE SUMTER STATE COLLEGE","FL","PUBLIC",1038168,"2011_2012"
"7071","STATE COLLEGE OF FLORIDA, MANATEE-SARASOTA","FL","PUBLIC",22668115,"2011_2012"
"7072","LYNN UNIVERSITY","FL","PRIVATE",10925743,"2011_2012"
"7073","MIAMI DADE COLLEGE","FL","PUBLIC",45656950,"2011_2012"
"7074","NOVA SOUTHEASTERN UNIVERSITY","FL","PRIVATE",601167477,"2011_2012"
"7075","NORTHWEST FLORIDA STATE COLLEGE","FL","PUBLIC",2375360,"2011_2012"
"7076","PALM BEACH STATE COLLEGE","FL","PUBLIC",20737386,"2011_2012"
"7077","PENSACOLA STATE COLLEGE","FL","PUBLIC",2512288,"2011_2012"
"7078","POLK STATE COLLEGE","FL","PUBLIC",4156915,"2011_2012"
"7079","ROLLINS COLLEGE","FL","PRIVATE",22407625,"2011_2012"
"7080","SANTA FE COLLEGE","FL","PUBLIC",37357688,"2011_2012"
"7081","SEMINOLE STATE COLLEGE OF FLORIDA","FL","PUBLIC",51366388,"2011_2012"
"7082","SOUTHEASTERN UNIVERSITY","FL","PRIVATE",18797904,"2011_2012"
"7083","SOUTH FLORIDA STATE COLLEGE","FL","PUBLIC",579360,"2011_2012"
"7084","SAINT JOHNS RIVER STATE COLLEGE","FL","PUBLIC",11447358,"2011_2012"
"7085","SAINT LEO UNIVERSITY","FL","PRIVATE",116632098,"2011_2012"
"7086","ST. PETERSBURG COLLEGE","FL","PUBLIC",102702260,"2011_2012"
"7087","STETSON UNIVERSITY","FL","PRIVATE",62644698,"2011_2012"
"7088","TALLAHASSEE COMMUNITY COLLEGE","FL","PUBLIC",39443570,"2011_2012"
"7089","EVEREST UNIVERSITY","FL","PROPRIETARY",102123298,"2011_2012"
"7090","UNIVERSITY OF FLORIDA","FL","PUBLIC",251169409,"2011_2012"
"7091","UNIVERSITY OF MIAMI","FL","PRIVATE",160290114,"2011_2012"
"7092","UNIVERSITY OF SOUTH FLORIDA","FL","PUBLIC",249591461,"2011_2012"
"7093","UNIVERSITY OF TAMPA (THE)","FL","PRIVATE",47409194,"2011_2012"
"7094","WEBBER INTERNATIONAL UNIVERSITY","FL","PRIVATE",8143758,"2011_2012"
"7095","UNIVERSITY OF CENTRAL FLORIDA","FL","PUBLIC",239434755,"2011_2012"
"7096","UNIVERSITY OF WEST FLORIDA (THE)","FL","PUBLIC",46433783,"2011_2012"
"7097","VALENCIA COLLEGE","FL","PUBLIC",87125672,"2011_2012"
"7098","REMINGTON COLLEGE - TAMPA CAMPUS","FL","PRIVATE",5677146,"2011_2012"
"7099","HILLSBOROUGH COMMUNITY COLLEGE","FL","PUBLIC",37955525,"2011_2012"
"7100","FLAGLER COLLEGE","FL","PRIVATE",19233033,"2011_2012"
"7101","EVEREST UNIVERSITY - POMPANO BEACH","FL","PROPRIETARY",26899656,"2011_2012"
"7102","STENOTYPE INSTITUTE OF JACKSONVILLE","FL","PROPRIETARY",3994826,"2011_2012"
"7103","WARNER UNIVERSITY","FL","PRIVATE",8580248,"2011_2012"
"7104","PALM BEACH ATLANTIC UNIVERSITY","FL","PRIVATE",35301455,"2011_2012"
"7105","MIAMI INTERNATIONAL UNIVERSITY OF ART & DESIGN","FL","PROPRIETARY",51873067,"2011_2012"
"7106","TONI & GUY HAIRDRESSING ACADEMY","FL","PROPRIETARY",163286,"2011_2012"
"7107","FLORIDA INTERNATIONAL UNIVERSITY","FL","PUBLIC",241171609,"2011_2012"
"7108","UNIVERSITY OF NORTH FLORIDA","FL","PUBLIC",60594988,"2011_2012"
"7109","LORAINE'S ACADEMY","FL","PROPRIETARY",871754,"2011_2012"
"7110","ART INSTITUTE OF FORT LAUDERDALE (THE)","FL","PROPRIETARY",27562849,"2011_2012"
"7111","PASCO - HERNANDO COMMUNITY COLLEGE","FL","PUBLIC",11171828,"2011_2012"
"7112","GOODING INSTITUTE OF NURSE ANESTHESIA","FL","PROPRIETARY",2149723,"2011_2012"
"7113","RINGLING COLLEGE OF ART & DESIGN","FL","PRIVATE",17345200,"2011_2012"
"7114","CONCORDE CAREER INSTITUTE","FL","PROPRIETARY",6545081,"2011_2012"
"7115","EVEREST INSTITUTE","FL","PROPRIETARY",9182330,"2011_2012"
"7116","FASHION FOCUS HAIR ACADEMY","FL","PROPRIETARY",267249,"2011_2012"
"7117","MANHATTAN BEAUTY SCHOOL","FL","PROPRIETARY",3600049,"2011_2012"
"7118","PAUL MITCHELL THE SCHOOL-JACKSONVILLE","FL","PROPRIETARY",2223017,"2011_2012"
"7119","KEISER UNIVERSITY","FL","PRIVATE",189294685,"2011_2012"
"7120","MARGATE SCHOOL OF BEAUTY","FL","PROPRIETARY",33517,"2011_2012"
"7121","FLORIDA CHRISTIAN COLLEGE","FL","PRIVATE",2425100,"2011_2012"
"7122","BAPTIST COLLEGE OF FLORIDA (THE)","FL","PRIVATE",2067188,"2011_2012"
"7123","CONCORDE CAREER INSTITUTE","FL","PROPRIETARY",3269974,"2011_2012"
"7124","HOBE SOUND BIBLE COLLEGE","FL","PRIVATE",310677,"2011_2012"
"7125","GUTI, THE PREMIER BEAUTY AND WELLNESS ACADEMY","FL","PROPRIETARY",509174,"2011_2012"
"7126","ATI CAREER TRAINING CENTER","FL","PROPRIETARY",2934672,"2011_2012"
"7127","FLORIDA TECHNICAL COLLEGE","FL","PROPRIETARY",23986876,"2011_2012"
"7128","FORTIS COLLEGE","FL","PROPRIETARY",7388562,"2011_2012"
"7129","INTERNATIONAL ACADEMY","FL","PROPRIETARY",1724090,"2011_2012"
"7130","CONCORDE CAREER INSTITUTE","FL","PROPRIETARY",4222507,"2011_2012"
"7131","SOUTHWEST FLORIDA COLLEGE","FL","PROPRIETARY",13431798,"2011_2012"
"7132","CORTIVA INSTITUTE - FLORIDA","FL","PROPRIETARY",888549,"2011_2012"
"7133","LINCOLN COLLEGE OF TECHNOLOGY","FL","PROPRIETARY",12340030,"2011_2012"
"7134","BEAUTY SCHOOLS OF AMERICA","FL","PROPRIETARY",15142864,"2011_2012"
"7135","LA BELLE BEAUTY SCHOOL","FL","PROPRIETARY",875729,"2011_2012"
"7136","ATI CAREER TRAINING CENTER","FL","PROPRIETARY",18873251,"2011_2012"
"7137","FORTIS COLLEGE","FL","PROPRIETARY",3956843,"2011_2012"
"7138","FLORIDA CAREER COLLEGE","FL","PROPRIETARY",43847251,"2011_2012"
"7139","SCHILLER INTERNATIONAL UNIVERSITY","FL","PROPRIETARY",1854434,"2011_2012"
"7140","KEY COLLEGE","FL","PROPRIETARY",476977,"2011_2012"
"7141","MERIDIAN COLLEGE","FL","PROPRIETARY",1151807,"2011_2012"
"7142","SUNSTATE ACADEMY","FL","PROPRIETARY",1997212,"2011_2012"
"7143","FLORIDA INSTITUTE OF ULTRASOUND","FL","PROPRIETARY",588697,"2011_2012"
"7144","WYOTECH","FL","PROPRIETARY",10187475,"2011_2012"
"7145","FULL SAIL UNIVERSITY","FL","PROPRIETARY",316567678,"2011_2012"
"7146","ACADEMY OF COSMETOLOGY","FL","PROPRIETARY",882077,"2011_2012"
"7147","UEI (UNITED EDUCATION INSTITUTE)","FL","PROPRIETARY",17841787,"2011_2012"
"7148","TALMUDIC COLLEGE OF FLORIDA","FL","PRIVATE",83850,"2011_2012"
"7149","CITY COLLEGE","FL","PRIVATE",17665925,"2011_2012"
"7150","SARASOTA SCHOOL OF MASSAGE THERAPY","FL","PROPRIETARY",505886,"2011_2012"
"7151","SUNSTATE ACADEMY","FL","PROPRIETARY",1488229,"2011_2012"
"7152","FLORIDA NATIONAL UNIVERSITY","FL","PROPRIETARY",18513876,"2011_2012"
"7153","LA BELLE BEAUTY ACADEMY","FL","PROPRIETARY",1228250,"2011_2012"
"7154","FLORIDA CAREER COLLEGE","FL","PROPRIETARY",1277713,"2011_2012"
"7155","HERITAGE INSTITUTE","FL","PROPRIETARY",6300297,"2011_2012"
"7156","UNIVERSITY OF SOUTHERNMOST FLORIDA","FL","PROPRIETARY",1271611,"2011_2012"
"7157","EVEREST UNIVERSITY","FL","PROPRIETARY",15139823,"2011_2012"
"7158","SALON PROFESSIONAL ACADEMY - MELBOURNE, THE","FL","PROPRIETARY",598496,"2011_2012"
"7159","SANFORD-BROWN INSTITUTE","FL","PROPRIETARY",20627615,"2011_2012"
"7160","EVEREST INSTITUTE","FL","PROPRIETARY",5630118,"2011_2012"
"7161","FLORIDA COLLEGE OF NATURAL HEALTH","FL","PROPRIETARY",6861493,"2011_2012"
"7162","ASM BEAUTY WORLD ACADEMY","FL","PROPRIETARY",456603,"2011_2012"
"7163","BENE'S INTERNATIONAL SCHOOL OF BEAUTY","FL","PROPRIETARY",1612882,"2011_2012"
"7164","TRINITY COLLEGE OF FLORIDA","FL","PRIVATE",1202272,"2011_2012"
"7165","INTERNATIONAL ACADEMY OF DESIGN AND TECHNOLOGY","FL","PROPRIETARY",78166073,"2011_2012"
"7166","HERITAGE INSTITUTE","FL","PROPRIETARY",2671873,"2011_2012"
"7167","NATIONAL AVIATION ACADEMY","FL","PROPRIETARY",8916640,"2011_2012"
"7168","HODGES UNIVERSITY","FL","PRIVATE",21516531,"2011_2012"
"7169","FORTIS COLLEGE","FL","PROPRIETARY",3018585,"2011_2012"
"7170","COLLEGE OF BUSINESS & TECHNOLOGY","FL","PROPRIETARY",8428530,"2011_2012"
"7171","CITY COLLEGE","FL","PRIVATE",3040300,"2011_2012"
"7172","FORTIS INSTITUTE","FL","PROPRIETARY",744279,"2011_2012"
"7173","TRINITY BAPTIST COLLEGE","FL","PRIVATE",822492,"2011_2012"
"7174","EVERGLADES UNIVERSITY","FL","PRIVATE",14501491,"2011_2012"
"7175","ACADEMY OF HEALING ARTS, MASSAGE & FACIAL SKIN CARE","FL","PROPRIETARY",483910,"2011_2012"
"7176","PRAXIS INSTITUTE","FL","PROPRIETARY",2678416,"2011_2012"
"7177","ADVENTIST UNIVERSITY OF HEALTH SCIENCES","FL","PRIVATE",15185898,"2011_2012"
"7178","SOUTHEASTERN COLLEGE","FL","PROPRIETARY",13684826,"2011_2012"
"7179","MIAMI AD SCHOOL","FL","PROPRIETARY",2093573,"2011_2012"
"7180","CORAL RIDGE TRAINING SCHOOL","FL","PROPRIETARY",142375,"2011_2012"
"7181","NEW PROFESSIONS TECHNICAL INSTITUTE","FL","PROPRIETARY",843593,"2011_2012"
"7182","FLORIDA COLLEGE OF INTEGRATIVE MEDICINE","FL","PROPRIETARY",2215114,"2011_2012"
"7183","FLORIDA GULF COAST UNIVERSITY","FL","PUBLIC",44707865,"2011_2012"
"7184","SOUTH FLORIDA BIBLE COLLEGE AND THEOLOGICAL SEMINARY","FL","PRIVATE",305791,"2011_2012"
"7185","ACADEMY FOR NURSING AND HEALTH OCCUPATIONS","FL","PRIVATE",3934793,"2011_2012"
"7186","PROFESSIONAL TRAINING CENTERS","FL","PROPRIETARY",3791553,"2011_2012"
"7187","BEACON COLLEGE","FL","PRIVATE",790157,"2011_2012"
"7188","FLORIDA COASTAL SCHOOL OF LAW","FL","PROPRIETARY",82112683,"2011_2012"
"7189","LINCOLN TECHNICAL INSTITUTE","FL","PROPRIETARY",4250209,"2011_2012"
"7190","INTERNATIONAL TRAINING CAREERS","FL","PRIVATE",2206079,"2011_2012"
"7191","ACUPUNCTURE AND MASSAGE COLLEGE","FL","PROPRIETARY",3039347,"2011_2012"
"7192","CENTRAL FLORIDA INSTITUTE","FL","PROPRIETARY",3445615,"2011_2012"
"7193","ATLANTIC INSTITUTE OF ORIENTAL MEDICINE","FL","PRIVATE",2520222,"2011_2012"
"7194","EAST WEST COLLEGE OF NATURAL MEDICINE","FL","PROPRIETARY",3331899,"2011_2012"
"7195","NEW CONCEPT MASSAGE AND BEAUTY SCHOOL","FL","PROPRIETARY",228038,"2011_2012"
"7196","FORTIS COLLEGE","FL","PROPRIETARY",5643997,"2011_2012"
"7197","AMERICAN ADVANCED TECHNICIANS INSTITUTE","FL","PROPRIETARY",350386,"2011_2012"
"7198","ULTIMATE MEDICAL ACADEMY","FL","PROPRIETARY",81125340,"2011_2012"
"7199","SOUTHEASTERN COLLEGE","FL","PROPRIETARY",1901389,"2011_2012"
"7200","NORTH FLORIDA COSMETOLOGY INSTITUTE","FL","PROPRIETARY",1115080,"2011_2012"
"7201","INTERNATIONAL SCHOOL OF HEALTH, BEAUTY & TECHNOLOGY","FL","PROPRIETARY",866875,"2011_2012"
"7202","ANGLEY COLLEGE","FL","PROPRIETARY",73346,"2011_2012"
"7203","FLORIDA BARBER ACADEMY","FL","PROPRIETARY",2181770,"2011_2012"
"7204","INSTITUTE OF TECHNICAL ARTS","FL","PROPRIETARY",1611969,"2011_2012"
"7205","JACKSONVILLE BEAUTY INSTITUTE","FL","PROPRIETARY",942784,"2011_2012"
"7206","FLORIDA EDUCATION INSTITUTE","FL","PROPRIETARY",989958,"2011_2012"
"7207","SOUTH FLORIDA INSTITUTE OF TECHNOLOGY","FL","PROPRIETARY",536280,"2011_2012"
"7208","AVE MARIA SCHOOL OF LAW","FL","PRIVATE",18841025,"2011_2012"
"7209","SABER COLLEGE","FL","PRIVATE",3878426,"2011_2012"
"7210","AMERICAN INSTITUTE","FL","PROPRIETARY",2019174,"2011_2012"
"7211","ADVANCE SCIENCE INSTITUTE","FL","PROPRIETARY",313868,"2011_2012"
"7212","ARTISTIC NAILS & BEAUTY ACADEMY","FL","PROPRIETARY",2442207,"2011_2012"
"7213","FLORIDA ACADEMY OF HEALTH & BEAUTY","FL","PROPRIETARY",107082,"2011_2012"
"7214","DADE MEDICAL COLLEGE","FL","PROPRIETARY",23414828,"2011_2012"
"7215","CAMBRIDGE INSTITUTE OF ALLIED HEALTH AND TECHNOLOGY","FL","PROPRIETARY",1061861,"2011_2012"
"7216","UNIVERSAL CAREER SCHOOL","FL","PROPRIETARY",528864,"2011_2012"
"7217","FLORIDA SCHOOL OF TRADITIONAL MIDWIFERY","FL","PRIVATE",472451,"2011_2012"
"7218","MCI INSTITUTE OF TECHNOLOGY","FL","PROPRIETARY",1835540,"2011_2012"
"7219","DRAGON RISES COLLEGE OF ORIENTAL MEDICINE","FL","PROPRIETARY",1423818,"2011_2012"
"7220","SOUTHERN TECHNICAL COLLEGE","FL","PROPRIETARY",12597987,"2011_2012"
"7221","ATA CAREER EDUCATION","FL","PROPRIETARY",139896,"2011_2012"
"7222","WOLFORD COLLEGE","FL","PROPRIETARY",11008990,"2011_2012"
"7223","CENTURA INSTITUTE","FL","PROPRIETARY",1588841,"2011_2012"
"7224","DAYTONA COLLEGE","FL","PROPRIETARY",2568427,"2011_2012"
"7225","AVE MARIA UNIVERSITY","FL","PRIVATE",6417928,"2011_2012"
"7226","NEW COLLEGE OF FLORIDA","FL","PUBLIC",2258080,"2011_2012"
"7227","CDA TECHNICAL INSTITUTE","FL","PROPRIETARY",3331097,"2011_2012"
"7228","AVIATOR COLLEGE OF AERONAUTICAL SCIENCE & TECHNOLOGY","FL","PROPRIETARY",537041,"2011_2012"
"7229","AMERICAN INSTITUTE OF BEAUTY","FL","PROPRIETARY",1671591,"2011_2012"
"7230","TRENDSETTERS OF FL. SCHOOL OF BEAUTY & BARBERING","FL","PROPRIETARY",371056,"2011_2012"
"7231","CAMBRIDGE INSTITUTE OF ALLIED HEALTH & TECHNOLOGY","FL","PROPRIETARY",2021865,"2011_2012"
"7232","PENSACOLA SCHOOL OF MASSAGE THERAPY & HEALTH CAREERS","FL","PROPRIETARY",362826,"2011_2012"
"7233","PALM BEACH ACADEMY OF HEALTH & BEAUTY","FL","PROPRIETARY",398428,"2011_2012"
"7234","TAYLOR COLLEGE","FL","PROPRIETARY",2232990,"2011_2012"
"7235","AVEDA INSTITUTE - SAINT PETERSBURG","FL","PROPRIETARY",6959318,"2011_2012"
"7236","HI-TECH THE SCHOOL OF COSMETOLOGY","FL","PROPRIETARY",1292876,"2011_2012"
"7237","ACADEMY OF CAREER TRAINING","FL","PROPRIETARY",655303,"2011_2012"
"7238","DIGITAL MEDIA ARTS COLLEGE","FL","PROPRIETARY",4087326,"2011_2012"
"7239","MANAGEMENT RESOURCES INSTITUTE","FL","PROPRIETARY",1239592,"2011_2012"
"7240","FLORIDA SCHOOL OF MASSAGE","FL","PROPRIETARY",743379,"2011_2012"
"7241","SHEAR EXCELLENCE HAIR ACADEMY","FL","PROPRIETARY",520517,"2011_2012"
"7242","FASTTRAIN OF MIAMI","FL","PROPRIETARY",1513113,"2011_2012"
"7243","FASTTRAIN OF FORT LAUDERDALE","FL","PROPRIETARY",1793857,"2011_2012"
"7244","FASTTRAIN OF TAMPA","FL","PROPRIETARY",1668245,"2011_2012"
"7245","FASTTRAIN OF JACKSONVILLE","FL","PROPRIETARY",1090381,"2011_2012"
"7246","ACADEMY FOR FIVE ELEMENT ACUPUNCTURE","FL","PRIVATE",1667461,"2011_2012"
"7247","AVEDA INSTITUTE - TALLAHASSEE","FL","PROPRIETARY",2688623,"2011_2012"
"7248","ORANGE PARK INTERNATIONAL SCHOOL OF BEAUTY","FL","PROPRIETARY",416408,"2011_2012"
"7249","COZMO THE SCHOOL","FL","PROPRIETARY",450178,"2011_2012"
"7250","ALLIED HEALTH INSTITUTE","FL","PROPRIETARY",4062195,"2011_2012"
"7251","NORTH FLORIDA ACADEMY","FL","PROPRIETARY",169396,"2011_2012"
"7252","VOCATIONAL INSTITUTE OF FLORIDA","FL","PROPRIETARY",248742,"2011_2012"
"7253","PROFESSIONAL HANDS INSTITUTE","FL","PROPRIETARY",30017,"2011_2012"
"7254","CELEBRITY SCHOOL OF BEAUTY","FL","PROPRIETARY",597396,"2011_2012"
"7255","ROSE TRAINING INSTITUTE","FL","PROPRIETARY",70443,"2011_2012"
"7256","MEDICAL INSTITUTE OF PALM BEACH","FL","PROPRIETARY",1583219,"2011_2012"
"7257","AMERICAN ACADEMY OF COSMETOLOGY","FL","PROPRIETARY",794772,"2011_2012"
"7258","UNIVERSITY OF FORT LAUDERDALE","FL","PRIVATE",415828,"2011_2012"
"7259","AVIATION INSTITUTE OF MAINTENANCE","FL","PROPRIETARY",2991132,"2011_2012"
"7260","DELTA CONNECTION ACADEMY","FL","PROPRIETARY",1062560,"2011_2012"
"7261","JOSE MARIA VARGAS UNIVERSITY","FL","PROPRIETARY",41512,"2011_2012"
"7262","HOLLYWOOD INSTITUTE OF BEAUTY CAREERS","FL","PROPRIETARY",2343787,"2011_2012"
"7263","SALON PROFESSIONAL ACADEMY (THE)","FL","PROPRIETARY",902148,"2011_2012"
"7264","SALON PROFESSIONAL ACADEMY (THE)","FL","PROPRIETARY",694153,"2011_2012"
"7265","SALON PROFESSIONAL ACADEMY (THE)","FL","PROPRIETARY",1673324,"2011_2012"
"7266","EUREKA INSTITUTE OF HEALTH AND BEAUTY","FL","PROPRIETARY",71775,"2011_2012"
"7267","SALON PROFESSIONAL ACADEMY (THE)","FL","PROPRIETARY",502690,"2011_2012"
"7268","BEAUTY ACADEMY OF SOUTH FLORIDA","FL","PROPRIETARY",448255,"2011_2012"
"7269","ETERNITY COSMETOLOGY SCHOOL, CORP.","FL","PROPRIETARY",770006,"2011_2012"
"7270","NOTTER SCHOOL OF PASTRY ARTS","FL","PROPRIETARY",675241,"2011_2012"
"7271","PROGRESSIVE TRAINING CENTERS","FL","PROPRIETARY",234844,"2011_2012"
"7272","AMERICAN HEALTH INSTITUTE","FL","PROPRIETARY",149522,"2011_2012"
"7273","MILLENNIA ATLANTIC UNIVERSITY","FL","PROPRIETARY",444601,"2011_2012"
"7274","FLORIDA ACADEMY","FL","PROPRIETARY",518431,"2011_2012"
"7275","AMERICAN MEDICAL ACADEMY","FL","PROPRIETARY",3500,"2011_2012"
"7276","AMBIANCE BEAUTY & BARBER ACADEMY","FL","PROPRIETARY",89735,"2011_2012"
"7277","FLORIDA INSTITUTE OF RECORDING, SOUND AND TECHNOLOGY","FL","PROPRIETARY",71289,"2011_2012"
"7278","FLORIDA VOCATIONAL INSTITUTE","FL","PROPRIETARY",6333,"2011_2012"
"7279","SAE INSTITUTE OF TECHNOLOGY - MIAMI","FL","PROPRIETARY",54995,"2011_2012"
"7280","SHEAR FINESSE HAIRSTYLING ACADEMY","FL","PROPRIETARY",19000,"2011_2012"
"7281","ULTRASOUND MEDICAL INSTITUTE","FL","PROPRIETARY",25499,"2011_2012"
"7282","ABRAHAM BALDWIN AGRICULTURAL COLLEGE","GA","PUBLIC",10026116,"2011_2012"
"7283","AGNES SCOTT COLLEGE","GA","PRIVATE",5551860,"2011_2012"
"7284","DARTON STATE COLLEGE","GA","PUBLIC",22628763,"2011_2012"
"7285","ALBANY STATE UNIVERSITY","GA","PUBLIC",46490243,"2011_2012"
"7286","ANDREW COLLEGE","GA","PRIVATE",1717098,"2011_2012"
"7287","ARMSTRONG ATLANTIC STATE UNIVERSITY","GA","PUBLIC",39249825,"2011_2012"
"7288","POINT UNIVERSITY","GA","PRIVATE",12936735,"2011_2012"
"7289","AUGUSTA STATE UNIVERSITY","GA","PUBLIC",31727818,"2011_2012"
"7290","BERRY COLLEGE","GA","PRIVATE",10875042,"2011_2012"
"7291","THOMAS UNIVERSITY","GA","PRIVATE",8990915,"2011_2012"
"7292","BRENAU UNIVERSITY","GA","PRIVATE",26736981,"2011_2012"
"7293","BREWTON PARKER COLLEGE","GA","PRIVATE",3141546,"2011_2012"
"7294","COLLEGE OF COASTAL GEORGIA","GA","PUBLIC",11229908,"2011_2012"
"7295","CLARK ATLANTA UNIVERSITY","GA","PRIVATE",60495270,"2011_2012"
"7296","COLUMBIA THEOLOGICAL SEMINARY","GA","PRIVATE",384948,"2011_2012"
"7297","COLUMBUS STATE UNIVERSITY","GA","PUBLIC",45969783,"2011_2012"
"7298","GEORGIA PERIMETER COLLEGE","GA","PUBLIC",49936253,"2011_2012"
"7299","EMMANUEL COLLEGE","GA","PRIVATE",4753466,"2011_2012"
"7300","EMORY UNIVERSITY","GA","PRIVATE",123420525,"2011_2012"
"7301","FORT VALLEY STATE UNIVERSITY","GA","PUBLIC",37174992,"2011_2012"
"7302","GAINESVILLE STATE COLLEGE","GA","PUBLIC",14211588,"2011_2012"
"7303","INTERDENOMINATIONAL THEOLOGICAL CENTER","GA","PRIVATE",7059028,"2011_2012"
"7304","GEORGIA INSTITUTE OF TECHNOLOGY","GA","PUBLIC",86074416,"2011_2012"
"7305","SOUTHERN POLYTECHNIC STATE UNIVERSITY","GA","PUBLIC",29543983,"2011_2012"
"7306","GEORGIA MILITARY COLLEGE","GA","PUBLIC",22004425,"2011_2012"
"7307","GEORGIA SOUTHERN UNIVERSITY","GA","PUBLIC",106882253,"2011_2012"
"7308","GEORGIA SOUTHWESTERN STATE UNIVERSITY","GA","PUBLIC",16138823,"2011_2012"
"7309","GEORGIA STATE UNIVERSITY","GA","PUBLIC",206576895,"2011_2012"
"7310","GORDON STATE COLLEGE","GA","PUBLIC",17965139,"2011_2012"
"7311","KENNESAW STATE UNIVERSITY","GA","PUBLIC",119424274,"2011_2012"
"7312","LAGRANGE COLLEGE","GA","PRIVATE",8304887,"2011_2012"
"7313","GEORGIA REGENTS UNIVERSITY","GA","PUBLIC",67745235,"2011_2012"
"7314","MERCER UNIVERSITY","GA","PRIVATE",125732187,"2011_2012"
"7315","MIDDLE GEORGIA STATE COLLEGE","GA","PUBLIC",14402679,"2011_2012"
"7316","MOREHOUSE COLLEGE","GA","PRIVATE",36849457,"2011_2012"
"7317","UNIVERSITY OF NORTH GEORGIA","GA","PUBLIC",24205456,"2011_2012"
"7318","OGLETHORPE UNIVERSITY","GA","PRIVATE",5998123,"2011_2012"
"7319","PAINE COLLEGE","GA","PRIVATE",7581269,"2011_2012"
"7320","PIEDMONT COLLEGE","GA","PRIVATE",20355157,"2011_2012"
"7321","REINHARDT UNIVERSITY","GA","PRIVATE",6906775,"2011_2012"
"7322","SAVANNAH STATE UNIVERSITY","GA","PUBLIC",36004346,"2011_2012"
"7323","SHORTER UNIVERSITY","GA","PRIVATE",30363425,"2011_2012"
"7324","SOUTH GEORGIA STATE COLLEGE","GA","PUBLIC",8163877,"2011_2012"
"7325","SPELMAN COLLEGE","GA","PRIVATE",33775436,"2011_2012"
"7326","TOCCOA FALLS COLLEGE","GA","PRIVATE",4676183,"2011_2012"
"7327","TRUETT MCCONNELL COLLEGE","GA","PRIVATE",3093253,"2011_2012"
"7328","UNIVERSITY OF GEORGIA","GA","PUBLIC",171621208,"2011_2012"
"7329","VALDOSTA STATE UNIVERSITY","GA","PUBLIC",90292654,"2011_2012"
"7330","WESLEYAN COLLEGE","GA","PRIVATE",4537612,"2011_2012"
"7331","UNIVERSITY OF WEST GEORGIA","GA","PUBLIC",68068734,"2011_2012"
"7332","GEORGIA COLLEGE & STATE UNIVERSITY","GA","PUBLIC",31706744,"2011_2012"
"7333","YOUNG HARRIS COLLEGE","GA","PRIVATE",4609672,"2011_2012"
"7334","COVENANT COLLEGE","GA","PRIVATE",4960460,"2011_2012"
"7335","DALTON STATE COLLEGE","GA","PUBLIC",10553336,"2011_2012"
"7336","GEORGIA NORTHWESTERN TECHNICAL COLLEGE","GA","PUBLIC",5354698,"2011_2012"
"7337","GRADY HEALTH SYSTEM","GA","PUBLIC",533797,"2011_2012"
"7338","AUGUSTA TECHNICAL COLLEGE","GA","PUBLIC",5400868,"2011_2012"
"7339","ALBANY TECHNICAL COLLEGE","GA","PUBLIC",10461677,"2011_2012"
"7340","SAVANNAH TECHNICAL COLLEGE","GA","PUBLIC",2012417,"2011_2012"
"7341","NORTH GEORGIA TECHNICAL COLLEGE","GA","PUBLIC",1360574,"2011_2012"
"7342","SOUTHERN CRESCENT TECHNICAL COLLEGE","GA","PUBLIC",5593694,"2011_2012"
"7343","COLUMBUS TECHNICAL COLLEGE","GA","PUBLIC",4360370,"2011_2012"
"7344","MACON STATE COLLEGE","GA","PUBLIC",23196302,"2011_2012"
"7345","ATLANTA TECHNICAL COLLEGE","GA","PUBLIC",6965096,"2011_2012"
"7346","CLAYTON STATE UNIVERSITY","GA","PUBLIC",51447427,"2011_2012"
"7347","ART INSTITUTE OF ATLANTA (THE)","GA","PROPRIETARY",110225025,"2011_2012"
"7348","GEORGIA HIGHLANDS COLLEGE","GA","PUBLIC",9973440,"2011_2012"
"7349","WEST GEORGIA TECHNICAL COLLEGE","GA","PUBLIC",6374902,"2011_2012"
"7350","GUPTON-JONES COLLEGE","GA","PRIVATE",1263810,"2011_2012"
"7351","EAST GEORGIA STATE COLLEGE","GA","PUBLIC",15155745,"2011_2012"
"7352","BAINBRIDGE COLLEGE","GA","PUBLIC",14818124,"2011_2012"
"7353","BAUDER COLLEGE","GA","PROPRIETARY",6859139,"2011_2012"
"7354","PRO WAY HAIR SCHOOL","GA","PROPRIETARY",1310817,"2011_2012"
"7355","ATLANTA METROPOLITAN  STATE COLLEGE","GA","PUBLIC",7371208,"2011_2012"
"7356","SOUTH UNIVERSITY","GA","PROPRIETARY",226552483,"2011_2012"
"7357","WAYCROSS COLLEGE","GA","PUBLIC",1536474,"2011_2012"
"7358","BROWN COLLEGE OF COURT REPORTING","GA","PROPRIETARY",2473265,"2011_2012"
"7359","LIFE UNIVERSITY","GA","PRIVATE",68763904,"2011_2012"
