"","School","State","School.Type","Total.Disbursements","Year"
"6816","UNIVERSITY OF CAMBRIDGE - TRINITY COLLEGE","FC","FOREIGN PUBLIC",7500,"2011_2012"
"6817","VICTORIA UNIVERSITY OF WELLINGTON","FC","FOREIGN PUBLIC",667692,"2011_2012"
"6818","ECOLE HΘTELIERE DE LAUSANNE","FC","FOREIGN PRIVATE",107000,"2011_2012"
"6819","UNIVERSITY OF CAMBRIDGE - GIRTON COLLEGE","FC","FOREIGN PUBLIC",208157,"2011_2012"
"6820","UNIVERSITY OF MANCHESTER (THE)","FC","FOREIGN PUBLIC",3175863,"2011_2012"
"6821","UNIVERSITY OF BRADFORD","FC","FOREIGN PUBLIC",280084,"2011_2012"
"6822","UNIVERSITY OF OXFORD - REGENT'S PARK COLLEGE","FC","FOREIGN PUBLIC",124336,"2011_2012"
"6823","JAMES COOK UNIVERSITY","FC","FOREIGN PUBLIC",1451876,"2011_2012"
"6824","BIRMINGHAM CITY UNIVERSITY","FC","FOREIGN PUBLIC",720992,"2011_2012"
"6825","JAGIELLONIAN UNIVERSITY MEDICAL COLLEGE","FC","FOREIGN PUBLIC",1398080,"2011_2012"
"6826","HUMBER COLLEGE INSTITUTE OF TECHNOLOGY AND ADVANCED LEARNING","FC","FOREIGN PUBLIC",88996,"2011_2012"
"6827","ASTON UNIVERSITY","FC","FOREIGN PUBLIC",111251,"2011_2012"
"6828","PROVIDENCE UNIVERSITY COLLEGE AND THEOLOGICAL SEMINARY","FC","FOREIGN PRIVATE",42000,"2011_2012"
"6829","UNIVERSITY OF OXFORD - WOLFSON COLLEGE","FC","FOREIGN PUBLIC",844417,"2011_2012"
"6830","UNIVERSITY OF CAMBRIDGE - GONVILLE & CAIUS COLLEGE","FC","FOREIGN PUBLIC",43544,"2011_2012"
"6831","UNIVERSITY OF THE ARTS LONDON IDO - CAMBERWELL COLLEGE OF ARTS","FC","FOREIGN PUBLIC",379778,"2011_2012"
"6832","ROYAL COLLEGE OF MUSIC","FC","FOREIGN PUBLIC",533743,"2011_2012"
"6833","UNIVERSITY OF WALES - LAMPETER","FC","FOREIGN PUBLIC",28000,"2011_2012"
"6834","UNIVERSITY OF AUCKLAND (THE)","FC","FOREIGN PUBLIC",1661759,"2011_2012"
"6835","UNIVERSITY OF THE ARTS LONDON IDO - CENTRAL SAINT MARTINS COLLEGE","FC","FOREIGN PUBLIC",835388,"2011_2012"
"6836","UNIVERSIDAD DE NAVARRA","FC","FOREIGN PRIVATE",236765,"2011_2012"
"6837","UNIVERSITY OF OXFORD - LINACRE COLLEGE","FC","FOREIGN PUBLIC",401746,"2011_2012"
"6838","NATIONAL UNIVERSITY OF IRELAND, GALWAY","FC","FOREIGN PUBLIC",1780924,"2011_2012"
"6839","PONTIFICIA UNIVERSIDAD CATOLICA MADRE Y MAESTRA","FC","FOREIGN PRIVATE",3164664,"2011_2012"
"6840","INSTITUTO TECNOLOGICO DE SANTO DOMINGO","FC","FOREIGN PRIVATE",1603663,"2011_2012"
"6841","UNIVERSITY OF CAMBRIDGE - SAINT JOHN'S COLLEGE","FC","FOREIGN PUBLIC",66302,"2011_2012"
"6842","UNIVERSITY OF HUDDERSFIELD (THE)","FC","FOREIGN PUBLIC",157663,"2011_2012"
"6843","MASSEY UNIVERSITY","FC","FOREIGN PUBLIC",2589196,"2011_2012"
"6844","COLLEGE OF LAW","FC","FOREIGN PRIVATE",546133,"2011_2012"
"6845","UNIVERSITY OF CAMBRIDGE - DARWIN COLLEGE","FC","FOREIGN PUBLIC",495558,"2011_2012"
"6846","CENTRO DE ESTUDIOS UNIVERSITARIOS XOCHICALCO","FC","FOREIGN PRIVATE",4372141,"2011_2012"
"6847","UNIVERSITY OF CAMBRIDGE - QUEEN'S COLLEGE","FC","FOREIGN PUBLIC",338487,"2011_2012"
"6848","UNIVERSITY OF CAMBRIDGE - WOLFSON COLLEGE","FC","FOREIGN PUBLIC",513601,"2011_2012"
"6849","UNIVERSITY OF CAMBRIDGE - NEWNHAM COLLEGE","FC","FOREIGN PUBLIC",336029,"2011_2012"
"6850","OXFORD BROOKES UNIVERSITY","FC","FOREIGN PUBLIC",1284079,"2011_2012"
"6851","BEN-GURION UNIVERSITY OF THE NEGEV","FC","FOREIGN PUBLIC",6583307,"2011_2012"
"6852","UNIVERSITY OF CAMBRIDGE - ST EDMUND'S COLLEGE","FC","FOREIGN PUBLIC",501771,"2011_2012"
"6853","UNIVERSITY OF LONDON - LONDON BUSINESS SCHOOL","FC","FOREIGN PUBLIC",3165939,"2011_2012"
"6854","ROEHAMPTON UNIVERSITY","FC","FOREIGN PUBLIC",659128,"2011_2012"
"6855","KINGSWOOD UNIVERSITY","FC","FOREIGN PRIVATE",427154,"2011_2012"
"6856","LONDON ACADEMY OF MUSIC & DRAMATIC ART","FC","FOREIGN PRIVATE",522291,"2011_2012"
"6857","UNIVERSITY OF PORTSMOUTH","FC","FOREIGN PUBLIC",152252,"2011_2012"
"6858","UNIVERSITY OF CAMBRIDGE - LUCY CAVENDISH COLLEGE","FC","FOREIGN PUBLIC",137140,"2011_2012"
"6859","UNIVERSITY OF LONDON - COURTAULD INSTITUTE OF ART","FC","FOREIGN PUBLIC",905458,"2011_2012"
"6860","UNIVERSITY OF CAMBRIDGE - SIDNEY SUSSEX COLLEGE","FC","FOREIGN PUBLIC",145538,"2011_2012"
"6861","UNIVERSITY OF CAMBRIDGE - HOMERTON COLLEGE","FC","FOREIGN PUBLIC",143085,"2011_2012"
"6862","UNIVERSITY OF WINCHESTER (THE)","FC","FOREIGN PUBLIC",158498,"2011_2012"
"6863","UNIVERSITY OF OTAGO","FC","FOREIGN PUBLIC",327019,"2011_2012"
"6864","IESE BUSINESS SCHOOL, UNIVERSITY OF NAVARRA","FC","FOREIGN PRIVATE",1901496,"2011_2012"
"6865","PRAIRIE BIBLE INSTITUTE","FC","FOREIGN PRIVATE",81482,"2011_2012"
"6866","UNIVERSITY OF CAMBRIDGE - CORPUS CHRISTI COLLEGE","FC","FOREIGN PUBLIC",192984,"2011_2012"
"6867","UNIVERSITY OF CAMBRIDGE - KING'S COLLEGE","FC","FOREIGN PUBLIC",40985,"2011_2012"
"6868","MIDDLESEX UNIVERSITY","FC","FOREIGN PUBLIC",830650,"2011_2012"
"6869","UNIVERSITY OF CAMBRIDGE - MAGDALENE COLLEGE","FC","FOREIGN PUBLIC",89151,"2011_2012"
"6870","UNIVERSITY OF CAMBRIDGE - EMMANUEL COLLEGE","FC","FOREIGN PUBLIC",120378,"2011_2012"
"6871","RIJKSUNIVERSITEIT GRONINGEN","FC","FOREIGN PUBLIC",315710,"2011_2012"
"6872","UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL","FC","FOREIGN PUBLIC",344917,"2011_2012"
"6873","UNIVERSITY OF WESTMINSTER","FC","FOREIGN PUBLIC",2050059,"2011_2012"
"6874","TAYLOR UNIVERSITY COLLEGE AND SEMINARY","FC","FOREIGN PRIVATE",8500,"2011_2012"
"6875","GUILDHALL SCHOOL OF MUSIC & DRAMA","FC","FOREIGN PUBLIC",69500,"2011_2012"
"6876","COLUMBIA BIBLE COLLEGE","FC","FOREIGN PRIVATE",148393,"2011_2012"
"6877","UNIVERSITY OF CAMBRIDGE - CHRIST'S COLLEGE","FC","FOREIGN PUBLIC",20500,"2011_2012"
"6878","CHINESE UNIVERSITY OF HONG KONG (THE)","FC","FOREIGN PUBLIC",182431,"2011_2012"
"6879","UNIVERSITEIT UTRECHT","FC","FOREIGN PUBLIC",647082,"2011_2012"
"6880","UNIVERSITY OF LONDON - LONDON SCHOOL OF HYGIENE & TROPICAL MEDICI","FC","FOREIGN PUBLIC",1174599,"2011_2012"
"6881","UNIVERSITY OF CAMBRIDGE - ROBINSON COLLEGE","FC","FOREIGN PUBLIC",88918,"2011_2012"
"6882","TYNDALE UNIVERSITY COLLEGE & SEMINARY","FC","FOREIGN PRIVATE",54762,"2011_2012"
"6883","UNIVERSITY OF SASKATCHEWAN","FC","FOREIGN PUBLIC",97894,"2011_2012"
"6884","UNIVERSITY OF CANTERBURY","FC","FOREIGN PUBLIC",219340,"2011_2012"
"6885","UNIVERSITY OF LEICESTER","FC","FOREIGN PUBLIC",690157,"2011_2012"
"6886","TEL AVIV UNIVERSITY SACKLER SCHOOL OF MEDICINE","FC","FOREIGN PUBLIC",5314290,"2011_2012"
"6887","UNIVERSITY OF CAMBRIDGE - HUGHES HALL","FC","FOREIGN PUBLIC",575501,"2011_2012"
"6888","ST GEORGE'S UNIVERSITY, SCHOOL OF MEDICINE","FC","FOREIGN FOR-PROFIT",147089069,"2011_2012"
"6889","LONDON METROPOLITAN UNIVERSITY","FC","FOREIGN PUBLIC",1245450,"2011_2012"
"6890","AMERICAN UNIVERSITY OF THE CARIBBEAN","FC","FOREIGN FOR-PROFIT",90920933,"2011_2012"
"6891","ROSS UNIVERSITY, SCHOOL OF MEDICINE","FC","FOREIGN FOR-PROFIT",217419271,"2011_2012"
"6892","ST GEORGE'S HOSPITAL MEDICAL SCHOOL","FC","FOREIGN PUBLIC",99919,"2011_2012"
"6893","UNIVERSITY OF CAMBRIDGE - CLARE HALL","FC","FOREIGN PUBLIC",195458,"2011_2012"
"6894","UNIVERSITY OF OXFORD - BLACKFRIARS","FC","FOREIGN PUBLIC",64880,"2011_2012"
"6895","QUEEN'S UNIVERSITY OF BELFAST (THE)","FC","FOREIGN PUBLIC",1648082,"2011_2012"
"6896","HERIOT-WATT UNIVERSITY","FC","FOREIGN PUBLIC",356432,"2011_2012"
"6897","ROSS UNIVERSITY SCHOOL OF VETERINARY MEDICINE","FC","FOREIGN FOR-PROFIT",96676604,"2011_2012"
"6898","HEC SCHOOL OF MANAGEMENT","FC","FOREIGN PUBLIC",586862,"2011_2012"
"6899","UNIVERSITY OF CAMBRIDGE - JESUS COLLEGE","FC","FOREIGN PUBLIC",62000,"2011_2012"
"6900","DE MONTFORT UNIVERSITY","FC","FOREIGN PUBLIC",78082,"2011_2012"
"6901","ROYAL NORTHERN COLLEGE OF MUSIC","FC","FOREIGN PUBLIC",62482,"2011_2012"
"6902","UNIVERSITY OF CAMBRIDGE - TRINITY HALL","FC","FOREIGN PUBLIC",130667,"2011_2012"
"6903","EMILY CARR UNIVERSITY OF ART AND DESIGN","FC","FOREIGN PUBLIC",405079,"2011_2012"
"6904","UNIVERSITY FOR THE CREATIVE ARTS","FC","FOREIGN PUBLIC",92351,"2011_2012"
"6905","UNIVERSIDAD IBEROAMERICANA (UNIBE)","FC","FOREIGN PRIVATE",29486041,"2011_2012"
"6906","ECOLE SUPERIEURE DE CUISINE FRANCAISE-FERRANDI","FC","FOREIGN PUBLIC",153000,"2011_2012"
"6907","NATIONAL FILM & TV SCHOOL","FC","FOREIGN PUBLIC",47900,"2011_2012"
"6908","PECSI TUDOMANYEGYETEM AOK (PECS UNIVERSITY MEDICAL SCHOOL)","FC","FOREIGN PUBLIC",437000,"2011_2012"
"6909","GLASGOW SCHOOL OF ART","FC","FOREIGN PUBLIC",535353,"2011_2012"
"6910","SOUTHAMPTON SOLENT UNIVERSITY","FC","FOREIGN PUBLIC",106225,"2011_2012"
"6911","MURDOCH UNIVERSITY","FC","FOREIGN PUBLIC",2164404,"2011_2012"
"6912","UNIVERSITY OF ULSTER","FC","FOREIGN PUBLIC",434231,"2011_2012"
"6913","DUBLIN CITY UNIVERSITY","FC","FOREIGN PUBLIC",222928,"2011_2012"
"6914","KING'S UNIVERSITY COLLEGE (THE)","FC","FOREIGN PRIVATE",5500,"2011_2012"
"6915","UNIVERSITY OF NEWCASTLE (THE)","FC","FOREIGN PUBLIC",127410,"2011_2012"
"6916","UNIVERSITY OF BUCKINGHAM","FC","FOREIGN PRIVATE",59450,"2011_2012"
"6917","UNIVERSITY OF KEELE","FC","FOREIGN PUBLIC",128675,"2011_2012"
"6918","UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE","FC","FOREIGN PUBLIC",366486,"2011_2012"
"6919","NORGES HANDELSHOYSKOLE","FC","FOREIGN PUBLIC",102000,"2011_2012"
"6920","MANCHESTER METROPOLITAN UNIVERSITY","FC","FOREIGN PUBLIC",449024,"2011_2012"
"6921","CAPE BRETON UNIVERSITY","FC","FOREIGN PUBLIC",27500,"2011_2012"
"6922","UNIVERSITY OF EAST LONDON","FC","FOREIGN PUBLIC",437325,"2011_2012"
"6923","STUDIO ART CENTERS INTERNATIONAL - FLORENCE","FC","FOREIGN PRIVATE",506951,"2011_2012"
"6924","PONTIFICIA UNIVERSITA DELLA SANTA CROCE","FC","FOREIGN PRIVATE",69834,"2011_2012"
"6925","UNIVERSITY OF SYDNEY","FC","FOREIGN PUBLIC",8094487,"2011_2012"
"6926","UNIVERSITY OF DEBRECEN MEDICAL AND HEALTH SCIENCE CENTER","FC","FOREIGN PUBLIC",320712,"2011_2012"
"6927","VANCOUVER SCHOOL OF THEOLOGY","FC","FOREIGN PRIVATE",23660,"2011_2012"
"6928","SHEFFIELD HALLAM UNIVERSITY","FC","FOREIGN PUBLIC",135707,"2011_2012"
"6929","UNIVERSITY OF LIMERICK","FC","FOREIGN PUBLIC",617974,"2011_2012"
"6930","ROYAL CONSERVATOIRE OF SCOTLAND","FC","FOREIGN PUBLIC",473561,"2011_2012"
"6931","UNIVERSITY OF WOLLONGONG","FC","FOREIGN PUBLIC",274307,"2011_2012"
"6932","UNIVERSITY OF CANBERRA","FC","FOREIGN PUBLIC",187339,"2011_2012"
"6933","POZNAN UNIVERSITY OF MEDICAL SCIENCES","FC","FOREIGN PUBLIC",4222985,"2011_2012"
"6934","NOTTINGHAM TRENT UNIVERSITY","FC","FOREIGN PUBLIC",210449,"2011_2012"
"6935","RMIT UNIVERSITY","FC","FOREIGN PUBLIC",281516,"2011_2012"
"6936","BOND UNIVERSITY","FC","FOREIGN PRIVATE",2508244,"2011_2012"
"6937","ESSEC BUSINESS SCHOOL","FC","FOREIGN PRIVATE",433300,"2011_2012"
"6938","LA TROBE UNIVERSITY","FC","FOREIGN PUBLIC",497696,"2011_2012"
"6939","CENTRAL QUEENSLAND UNIVERSITY","FC","FOREIGN PUBLIC",37500,"2011_2012"
"6940","UNIVERSITY OF ADELAIDE (THE)","FC","FOREIGN PUBLIC",223207,"2011_2012"
"6941","AMERICAN UNIVERSITY OF ROME","FC","FOREIGN PRIVATE",1043087,"2011_2012"
"6942","ROBERT GORDON UNIVERSITY (THE)","FC","FOREIGN PUBLIC",374237,"2011_2012"
"6943","GRIFFITH UNIVERSITY","FC","FOREIGN PUBLIC",661030,"2011_2012"
"6944","AUSTRALIAN CATHOLIC UNIVERSITY","FC","FOREIGN PUBLIC",77635,"2011_2012"
"6945","EDITH COWAN UNIVERSITY","FC","FOREIGN PUBLIC",163775,"2011_2012"
"6946","CHARLES DARWIN UNIVERSITY","FC","FOREIGN PUBLIC",20500,"2011_2012"
"6947","QUEENSLAND UNIVERSITY OF TECHNOLOGY","FC","FOREIGN PUBLIC",190193,"2011_2012"
"6948","SOUTHERN CROSS UNIVERSITY","FC","FOREIGN PUBLIC",136503,"2011_2012"
"6949","SWINBURNE UNIVERSITY OF TECHNOLOGY","FC","FOREIGN PUBLIC",137466,"2011_2012"
"6950","UNIVERSITY OF TECHNOLOGY, SYDNEY","FC","FOREIGN PUBLIC",466810,"2011_2012"
"6951","INSTITUTE OF NATUROPATHIC EDUCATION AND RESEARCH","FC","FOREIGN PRIVATE",689466,"2011_2012"
"6952","LIVERPOOL INSTITUTE FOR PERFORMING ARTS (THE)","FC","FOREIGN PUBLIC",333700,"2011_2012"
"6953","ALBERTA COLLEGE OF ART & DESIGN","FC","FOREIGN PUBLIC",63750,"2011_2012"
"6954","2ND FACULTY OF MEDICINE, CHARLES UNIVERSITY IN PRAGUE","FC","FOREIGN PUBLIC",148000,"2011_2012"
"6955","UNIVERZITA KARLOVA V PRAZE, FIRST FACULTY OF MEDICINE (THE)","FC","FOREIGN PUBLIC",305341,"2011_2012"
"6956","JOHN CABOT UNIVERSITY","FC","FOREIGN PRIVATE",1240134,"2011_2012"
"6957","KWANTLEN POLYTECHNIC UNIVERSITY","FC","FOREIGN PUBLIC",43900,"2011_2012"
"6958","MEDICAL UNIVERSITY OF LUBLIN","FC","FOREIGN PUBLIC",6023570,"2011_2012"
"6959","UNIVERSIDAD CAT∞LICA NORDESTANA","FC","FOREIGN PRIVATE",7889842,"2011_2012"
"6960","MEDICAL UNIVERSITY OF SILESIA (THE)","FC","FOREIGN PUBLIC",2310978,"2011_2012"
"6961","CANADIAN UNIVERSITY COLLEGE","FC","FOREIGN PRIVATE",99802,"2011_2012"
"6962","ST. STEPHEN'S UNIVERSITY","FC","FOREIGN PRIVATE",49148,"2011_2012"
"6963","GLASGOW CALEDONIAN UNIVERSITY","FC","FOREIGN PUBLIC",20500,"2011_2012"
"6964","REDEEMER UNIVERSITY COLLEGE","FC","FOREIGN PRIVATE",52675,"2011_2012"
"6965","QUEEN MARGARET UNIVERSITY, EDINBURGH","FC","FOREIGN PUBLIC",371140,"2011_2012"
"6966","BOURNEMOUTH UNIVERSITY","FC","FOREIGN PUBLIC",220126,"2011_2012"
"6967","LONDON SOUTH BANK UNIVERSITY","FC","FOREIGN PRIVATE",199037,"2011_2012"
"6968","FACULTY OF MEDICINE AND DENTISTRY, PALACKY UNIVERSITY","FC","FOREIGN PUBLIC",233185,"2011_2012"
"6969","AUCKLAND UNIVERSITY OF TECHNOLOGY","FC","FOREIGN PUBLIC",139186,"2011_2012"
"6970","TROPICAL AGRICULTURAL RESEARCH AND HIGHER EDUCATION CENTER","FC","FOREIGN PRIVATE",20500,"2011_2012"
"6971","CHARLES UNIVERSITY IN PRAGUE - 3RD  FACULTY OF MEDICINE","FC","FOREIGN PUBLIC",20500,"2011_2012"
"6972","SCHOOL OF PHARMACY, UNIVERSITY OF LONDON (THE)","FC","FOREIGN PUBLIC",72800,"2011_2012"
"6973","EDINBURGH NAPIER UNIVERSITY","FC","FOREIGN PUBLIC",438376,"2011_2012"
"6974","HOLLAND COLLEGE","FC","FOREIGN PUBLIC",81332,"2011_2012"
"6975","ANGLIA  RUSKIN UNIVERSITY","FC","FOREIGN PRIVATE",200753,"2011_2012"
"6976","INTERNATIONALES THEOLOGISCHES INSTITUT FUER STUDIEN ZU EHE UND FA","FC","FOREIGN PRIVATE",131550,"2011_2012"
"6977","UNIVERSITY OF THE ARTS LONDON IDO- LONDON COLLEGE OF COMMUNICATIO","FC","FOREIGN PUBLIC",341470,"2011_2012"
"6978","INSTITUTO CENTROAMERICANO DE ADMINISTRACION DE EMPRESAS","FC","FOREIGN PRIVATE",41000,"2011_2012"
"6979","UNIVERSITY OF THE ARTS LONDON","FC","FOREIGN PUBLIC",1737105,"2011_2012"
"6980","UNIVERSITY OF THE ARTS LONDON IDO - CHELSEA COLLEGE OF ART & DESI","FC","FOREIGN PUBLIC",217730,"2011_2012"
"6981","ROYAL WELSH COLLEGE OF MUSIC AND DRAMA","FC","FOREIGN PUBLIC",164760,"2011_2012"
"6982","UNIVERSITY OF OXFORD - GREEN TEMPLETON COLLEGE","FC","FOREIGN PUBLIC",1161692,"2011_2012"
"6983","UNIVERSITY OF CAMBRIDGE - ST. CATHARINE'S COLLEGE","FC","FOREIGN PUBLIC",37986,"2011_2012"
"6984","UNIVERSITY OF CAMBRIDGE - SELWYN COLLEGE","FC","FOREIGN PUBLIC",45888,"2011_2012"
"6985","UNIVERSITY OF OXFORD - HARRIS MANCHESTER COLLEGE","FC","FOREIGN PUBLIC",207582,"2011_2012"
"6986","UNIVERSITY OF THE ARTS LONDON IDO - WIMBLEDON COLLEGE OF ART","FC","FOREIGN PUBLIC",104000,"2011_2012"
"6987","LEEDS METROPOLITAN UNIVERSITY","FC","FOREIGN PUBLIC",256385,"2011_2012"
"6988","UNIVERSITY OF SUNDERLAND","FC","FOREIGN PUBLIC",100655,"2011_2012"
"6989","UNIVERSITY OF CENTRAL LANCASHIRE","FC","FOREIGN PUBLIC",339771,"2011_2012"
"6990","UNIVERSITY OF BRIGHTON","FC","FOREIGN PUBLIC",333972,"2011_2012"
"6991","EUROPEAN GRADUATE SCHOOL (EGS)","FC","FOREIGN PRIVATE",1150103,"2011_2012"
"6992","BATH SPA UNIVERSITY","FC","FOREIGN PUBLIC",234446,"2011_2012"
"6993","UNIVERSITY OF GLAMORGAN","FC","FOREIGN PUBLIC",126031,"2011_2012"
"6994","NIAGARA COLLEGE","FC","FOREIGN PUBLIC",52210,"2011_2012"
"6995","LIVERPOOL JOHN MOORES UNIVERSITY","FC","FOREIGN PUBLIC",137474,"2011_2012"
"6996","ARTS UNIVERSITY COLLEGE AT BOURNEMOUTH (THE)","FC","FOREIGN PUBLIC",124932,"2011_2012"
"6997","AVONDALE COLLEGE","FC","FOREIGN PRIVATE",28750,"2011_2012"
"6998","GRENOBLE ECOLE DE MANAGEMENT","FC","FOREIGN PRIVATE",693996,"2011_2012"
"6999","JAGIELLONIAN UNIVERSITY","FC","FOREIGN PUBLIC",412520,"2011_2012"
"7000","UNIVERSITAT JAUME I DE CASTELLO (UJI)","FC","FOREIGN PUBLIC",72900,"2011_2012"
"7001","UNIVERSITY OF NORTHERN BRITISH COLUMBIA","FC","FOREIGN PUBLIC",139443,"2011_2012"
"7002","UNIVERSITY OF GREENWICH","FC","FOREIGN PUBLIC",355284,"2011_2012"
"7003","CANADIAN MENNONITE UNIVERSITY","FC","FOREIGN PRIVATE",13987,"2011_2012"
"7004","UNIVERSIDAD DE IBEROAMERICA","FC","FOREIGN PRIVATE",72311,"2011_2012"
"7005","UNIVERSITY OF ABERTAY DUNDEE","FC","FOREIGN PUBLIC",56260,"2011_2012"
"7006","UNIVERSITY OF LINCOLN","FC","FOREIGN PUBLIC",413483,"2011_2012"
"7007","MEDICAL UNIVERSITY OF GDANSK","FC","FOREIGN PUBLIC",419500,"2011_2012"
"7008","CAPILANO UNIVERSITY","FC","FOREIGN PUBLIC",90613,"2011_2012"
"7009","UNIVERSITY OF WALES, NEWPORT","FC","FOREIGN PUBLIC",57277,"2011_2012"
"7010","ALRA (ACADEMY OF LIVE AND RECORDED ARTS)","FC","FOREIGN PRIVATE",1600,"2011_2012"
"7011","NAZARENE THEOLOGICAL COLLEGE","FC","FOREIGN PRIVATE",42957,"2011_2012"
"7012","ANGLO EUROPEAN COLLEGE OF CHIROPRACTIC","FC","FOREIGN PRIVATE",62316,"2011_2012"
"7013","ROSE BRUFORD COLLEGE","FC","FOREIGN PUBLIC",28651,"2011_2012"
"7014","AMERICAN GRADUATE SCHOOL IN PARIS","FC","FOREIGN PRIVATE",1067904,"2011_2012"
"7015","LEIPZIG GRADUATE SCHOOL OF MANAGEMENT","FC","FOREIGN PRIVATE",94200,"2011_2012"
"7016","ROYAL VETERINARY COLLEGE (THE), UNIVERSITY OF LONDON","FC","FOREIGN PUBLIC",6689394,"2011_2012"
"7017","PACIFIC LIFE BIBLE COLLEGE","FC","FOREIGN PRIVATE",66004,"2011_2012"
"7018","CRANDALL UNIVERSITY","FC","FOREIGN PRIVATE",17000,"2011_2012"
"7019","MEDICAL UNIVERSITY OF LODZ","FC","FOREIGN PUBLIC",1361185,"2011_2012"
"7020","FALMOUTH UNIVERSITY","FC","FOREIGN PUBLIC",47508,"2011_2012"
"7021","UNIVERSITY OF GLOUCESTERSHIRE (THE)","FC","FOREIGN PUBLIC",167644,"2011_2012"
"7022","INTERNATIONAL SPACE UNIVERSITY","FC","FOREIGN PRIVATE",76500,"2011_2012"
"7023","ST. GEORGE'S UNIVERSITY, SCHOOL OF VETERINARY MEDICINE","FC","FOREIGN FOR-PROFIT",16542123,"2011_2012"
"7024","AMERICAN COLLEGE, DUBLIN LIMITED (THE)","FC","FOREIGN PRIVATE",78884,"2011_2012"
"7025","CENTRAL EUROPEAN UNIVERSITY","FC","FOREIGN PRIVATE",787876,"2011_2012"
"7026","YORK ST JOHN UNIVERSITY","FC","FOREIGN PUBLIC",172374,"2011_2012"
"7027","HONG KONG UNIVERSITY OF SCIENCE AND TECHNOLOGY (THE)","FC","FOREIGN PUBLIC",184823,"2011_2012"
"7028","RAPHAEL RECANATI INTERNATIONAL SCHOOL, THE INTERDISCIPLINARY CENT","FC","FOREIGN PRIVATE",808230,"2011_2012"
"7029","QUEST UNIVERSITY CANADA","FC","FOREIGN PRIVATE",151997,"2011_2012"
"7030","NEW ZEALAND COLLEGE OF CHIROPRACTIC","FC","FOREIGN PRIVATE",20500,"2011_2012"
"7031","LEBANESE AMERICAN UNIVERSITY","FC","FOREIGN PRIVATE",254214,"2011_2012"
"7032","LIVERPOOL HOPE UNIVERSITY","FC","FOREIGN PUBLIC",121701,"2011_2012"
"7033","EDHEC BUSINESS SCHOOL","FC","FOREIGN PRIVATE",691172,"2011_2012"
"7034","UNIVERSITY OF WORCESTER","FC","FOREIGN PUBLIC",77158,"2011_2012"
"7035","LONDON CONTEMPORARY DANCE SCHOOL","FC","FOREIGN PRIVATE",13666,"2011_2012"
"7036","UNIVERSITA DEGLI STUDI DI SCIENZE GASTRONOMICHE","FC","FOREIGN PRIVATE",346102,"2011_2012"
"7037","ST MARY'S UNIVERSITY COLLEGE TWICKENHAM","FC","FOREIGN PUBLIC",1435644,"2011_2012"
"7038","AMBROSE UNIVERSITY COLLEGE","FC","FOREIGN PRIVATE",35250,"2011_2012"
"7039","EUROPEAN UNIVERSITY AT ST. PETERSBURG","FC","FOREIGN PRIVATE",211250,"2011_2012"
"7040","INTERNATIONAL UNIVERSITY OF NURSING, ST. KITTS","FC","FOREIGN FOR-PROFIT",332624,"2011_2012"
"7041","ESMT EUROPEAN SCHOOL OF MANAGEMENT AND TECHNOLGY GMBH","FC","FOREIGN PRIVATE",27500,"2011_2012"
"7042","BARRY UNIVERSITY","FL","PRIVATE",147959605,"2011_2012"
"7043","BETHUNE COOKMAN UNIVERSITY","FL","PRIVATE",36230140,"2011_2012"
"7044","SAINT THOMAS UNIVERSITY","FL","PRIVATE",47199233,"2011_2012"
"7045","FLORIDA INSTITUTE OF TECHNOLOGY","FL","PRIVATE",84845545,"2011_2012"
"7046","EASTERN FLORIDA STATE COLLEGE","FL","PUBLIC",19362145,"2011_2012"
"7047","COLLEGE OF CENTRAL FLORIDA","FL","PUBLIC",23153167,"2011_2012"
"7048","CHIPOLA COLLEGE","FL","PUBLIC",762584,"2011_2012"
"7049","CLEARWATER CHRISTIAN COLLEGE","FL","PRIVATE",2501257,"2011_2012"
"7050","DAYTONA STATE COLLEGE","FL","PUBLIC",36237125,"2011_2012"
"7051","EDISON STATE COLLEGE","FL","PUBLIC",30889995,"2011_2012"
"7052","EDWARD WATERS COLLEGE","FL","PRIVATE",5891820,"2011_2012"
"7053","EMBRY-RIDDLE AERONAUTICAL UNIVERSITY","FL","PRIVATE",99544000,"2011_2012"
"7054","FLORIDA AGRICULTURAL & MECHANICAL UNIVERSITY","FL","PUBLIC",118617210,"2011_2012"
"7055","FLORIDA ATLANTIC UNIVERSITY","FL","PUBLIC",112626221,"2011_2012"
"7056","FLORIDA COLLEGE","FL","PRIVATE",2863436,"2011_2012"
"7057","FLORIDA STATE COLLEGE AT JACKSONVILLE","FL","PUBLIC",47464990,"2011_2012"
"7058","FLORIDA KEYS COMMUNITY COLLEGE","FL","PUBLIC",1804810,"2011_2012"
"7059","FLORIDA MEMORIAL UNIVERSITY","FL","PRIVATE",17253387,"2011_2012"
"7060","ECKERD COLLEGE","FL","PRIVATE",15178993,"2011_2012"
"7061","FLORIDA SOUTHERN COLLEGE","FL","PRIVATE",17698204,"2011_2012"
"7062","FLORIDA STATE UNIVERSITY","FL","PUBLIC",216124586,"2011_2012"
"7063","GULF COAST STATE COLLEGE","FL","PUBLIC",5713008,"2011_2012"
