"","School","State","School.Type","Total.Disbursements","Year"
"15756","INSTITUTE OF CLINICAL ACUPUNCTURE AND ORIENTAL MEDICINE","HI","Proprietary",700393,"2014_2015"
"15757","LONDON SCHOOL OF THEOLOGY",NA,"Foreign-Private",140620,"2014_2015"
"15758","ATI COLLEGE","CA","Proprietary",827006,"2014_2015"
"15759","LEGRAND INSTITUTE OF COSMETOLOGY","SC","Proprietary",71616,"2014_2015"
"15760","SOUTHEASTERN INSTITUTE","SC","Proprietary",1448849,"2014_2015"
"15761","BEXLEY SEABURY SEMINARY FEDERATION","IL","Private-Nonprofit",19400,"2014_2015"
"15762","DURHAM BEAUTY ACADEMY","NC","Proprietary",783811,"2014_2015"
"15763","PROSPECT CAREER COLLEGE","DC","Proprietary",2452314,"2014_2015"
"15764","ESCUELA HOTELERA DE SAN JUAN","PR","Proprietary",596455,"2014_2015"
"15765","SCHOOL OF URBAN MISSIONS","CA","Private-Nonprofit",2913152,"2014_2015"
"15766","ADVANCE SCIENCE INSTITUTE","FL","Proprietary",67000,"2014_2015"
"15767","COMPUTER TUTOR BUSINESS AND TECHNICAL INSTITUTE","CA","Proprietary",178693,"2014_2015"
"15768","MEDICAL PROFESSIONAL INSTITUTE","MA","Proprietary",1553233,"2014_2015"
"15769","BOLD BEAUTY ACADEMY","MT","Proprietary",587508,"2014_2015"
"15770","CORTIVA INSTITUTE - PENNSYLVANIA","PA","Proprietary",1397982,"2014_2015"
"15771","STYLETRENDS BARBER AND HAIRSTYLING ACADEMY","SC","Proprietary",206144,"2014_2015"
"15772","NAZARENE THEOLOGICAL COLLEGE",NA,"Foreign-Private",14900,"2014_2015"
"15773","CENTER FOR NATURAL WELLNESS SCHOOL OF MASSAGE THERAPY","NY","Proprietary",729961,"2014_2015"
"15774","SHEAR ACADEMY","TN","Proprietary",72781,"2014_2015"
"15775","AUGUSTE ESCOFFIER SCHOOL OF CULINARY ARTS","CO","Proprietary",2696165,"2014_2015"
"15776","ORION INSTITUTE","OH","Proprietary",486941,"2014_2015"
"15777","PAUL MITCHELL THE SCHOOL GASTONIA","NC","Proprietary",2942988,"2014_2015"
"15778","HEALTH WORKS INSTITUTE","MT","Proprietary",450049,"2014_2015"
"15779","SABA UNIVERSITY SCHOOL OF MEDICINE",NA,"Foreign-For-Profit",10267761,"2014_2015"
"15780","PITC INSTITUTE","PA","Proprietary",1250816,"2014_2015"
"15781","BLUE CLIFF CAREER COLLEGE","AL","Proprietary",377240,"2014_2015"
"15782","ABDILL CAREER COLLEGE","OR","Proprietary",531180,"2014_2015"
"15783","MEDICAL UNIVERSITY OF BIALYSTOK",NA,"Foreign-Public",52784,"2014_2015"
"15784","ADVANCED COLLEGE","CA","Proprietary",878860,"2014_2015"
"15785","EXPERTISE COSMETOLOGY INSTITUTE","NV","Private-Nonprofit",944728,"2014_2015"
"15786","UNITECH TRAINING ACADEMY","LA","Proprietary",8717219,"2014_2015"
"15787","RIVER PARISHES COMMUNITY COLLEGE","LA","Public",3285799,"2014_2015"
"15788","ANGLO EUROPEAN COLLEGE OF CHIROPRACTIC",NA,"Foreign-Private",36036,"2014_2015"
"15789","CAREER CARE INSTITUTE","CA","Proprietary",4661053,"2014_2015"
"15790","HEALTHCARE TRAINING INSTITUTE","NJ","Proprietary",1242459,"2014_2015"
"15791","BELLEFONTE ACADEMY OF BEAUTY","KY","Proprietary",1336584,"2014_2015"
"15792","MEDTECH INSTITUTE","GA","Proprietary",2038511,"2014_2015"
"15793","ROSE BRUFORD COLLEGE",NA,"Foreign-Public",296242,"2014_2015"
"15794","INSTITUTE OF BEAUTY AND WELLNESS (THE)","WI","Proprietary",1504343,"2014_2015"
"15795","MID CITY COLLEGE","LA","Proprietary",78400,"2014_2015"
"15796","EASTERN SCHOOL OF ACUPUNCTURE AND TRADITIONAL MEDICINE","NJ","Proprietary",290174,"2014_2015"
"15797","OMNITECH INSTITUTE","GA","Proprietary",1316237,"2014_2015"
"15798","NORTHCENTRAL UNIVERSITY","AZ","Proprietary",99114069,"2014_2015"
"15799","TURNING POINT BEAUTY COLLEGE","AZ","Proprietary",406331,"2014_2015"
"15800","SOKA UNIVERSITY OF AMERICA","CA","Private-Nonprofit",1277377,"2014_2015"
"15801","ARTISTIC NAILS & BEAUTY ACADEMY","FL","Proprietary",1592423,"2014_2015"
"15802","AMERICAN GRADUATE SCHOOL IN PARIS",NA,"Foreign-Private",693850,"2014_2015"
"15803","HHL LEIPZIG GRADUATE SCHOOL OF MANAGEMENT",NA,"Foreign-Private",241950,"2014_2015"
"15804","AMERICAN PUBLIC UNIVERSITY SYSTEM","WV","Proprietary",196518107,"2014_2015"
"15805","UNIVERSAL COLLEGE OF HEALING ARTS","NE","Proprietary",233181,"2014_2015"
"15806","PAUL MITCHELL THE SCHOOL - MONROE","WI","Proprietary",382610,"2014_2015"
"15807","FLORIDA ACADEMY OF HEALTH & BEAUTY","FL","Proprietary",95817,"2014_2015"
"15808","ROYAL VETERINARY COLLEGE (THE), UNIVERSITY OF LONDON",NA,"Foreign-Public",5943182,"2014_2015"
"15809","CHARLOTTE CHRISTIAN COLLEGE AND THEOLOGICAL SEMINARY","NC","Private-Nonprofit",1102919,"2014_2015"
"15810","SKINWORKS SCHOOL OF ADVANCED SKINCARE","UT","Proprietary",217197,"2014_2015"
"15811","SAE INSTITUTE OF TECHNOLOGY","TN","Proprietary",3532051,"2014_2015"
"15812","INSTITUTE OF HAIR DESIGN","OK","Proprietary",2800,"2014_2015"
"15813","DADE MEDICAL COLLEGE","FL","Proprietary",22227256,"2014_2015"
"15814","COSMETOLOGY SCHOOL OF ARTS AND SCIENCES","ID","Proprietary",342662,"2014_2015"
"15815","AMERICAN ACADEMY OF TRADITIONAL CHINESE MEDICINE","MN","Proprietary",756912,"2014_2015"
"15816","AVEDA FREDRIC'S INSTITUTE","OH","Proprietary",1512656,"2014_2015"
"15817","NIGHTINGALE COLLEGE","UT","Proprietary",2063673,"2014_2015"
"15818","NORTHWEST CAREER COLLEGE","NV","Proprietary",1450211,"2014_2015"
"15819","AVEDA INSTITUTE","NY","Proprietary",1438366,"2014_2015"
"15820","OXFORD GRADUATE SCHOOL","TN","Private-Nonprofit",372106,"2014_2015"
"15821","CAREER BEAUTY COLLEGE","TN","Proprietary",124882,"2014_2015"
"15822","CAMBRIDGE INSTITUTE OF ALLIED HEALTH AND TECHNOLOGY","FL","Proprietary",1085466,"2014_2015"
"15823","PACIFIC LIFE BIBLE COLLEGE",NA,"Foreign-Private",112010,"2014_2015"
"15824","CRANDALL UNIVERSITY",NA,"Foreign-Private",19560,"2014_2015"
"15825","DAY SPA CAREER COLLEGE","MS","Proprietary",184210,"2014_2015"
"15826","KECK GRADUATE INSTITUTE OF APPLIED LIFE SCIENCES","CA","Private-Nonprofit",6312647,"2014_2015"
"15827","ECCLESIA COLLEGE","AR","Private-Nonprofit",741213,"2014_2015"
"15828","UNIVERSAL CAREER SCHOOL","FL","Proprietary",788734,"2014_2015"
"15829","FLORIDA SCHOOL OF TRADITIONAL MIDWIFERY","FL","Private-Nonprofit",409115,"2014_2015"
"15830","E.I.N.E.","MA","Proprietary",175121,"2014_2015"
"15831","FALMOUTH UNIVERSITY",NA,"Foreign-Public",425021,"2014_2015"
"15832","VIRGINIA BAPTIST COLLEGE","VA","Private-Nonprofit",146747,"2014_2015"
"15833","WORLD MISSION UNIVERSITY","CA","Private-Nonprofit",19000,"2014_2015"
"15834","LOS ANGELES MUSIC ACADEMY","CA","Proprietary",910468,"2014_2015"
"15835","FOLSOM LAKE COLLEGE","CA","Public",1127255,"2014_2015"
"15836","DIVINE MERCY UNIVERSITY","VA","Private-Nonprofit",1870835,"2014_2015"
"15837","NORTHLAND INTERNATIONAL UNIVERSITY","WI","Private-Nonprofit",479186,"2014_2015"
"15838","COPENHAGEN BUSINESS SCHOOL",NA,"Foreign-Public",203661,"2014_2015"
"15839","CAMBRIDGE JUNIOR COLLEGE","CA","Proprietary",1717876,"2014_2015"
"15840","COMMUNITY CHRISTIAN COLLEGE","CA","Private-Nonprofit",66335,"2014_2015"
"15841","MCI INSTITUTE OF TECHNOLOGY","FL","Proprietary",515752,"2014_2015"
"15842","CULPEPER COSMETOLOGY TRAINING CENTER","VA","Public",143926,"2014_2015"
"15843","PROFESSIONAL MASSAGE TRAINING CENTER","MO","Proprietary",253550,"2014_2015"
"15844","UNION GRADUATE COLLEGE","NY","Private-Nonprofit",2540934,"2014_2015"
"15845","EUROPEAN MASSAGE THERAPY SCHOOL","IL","Proprietary",615400,"2014_2015"
"15846","AVIATION INSTITUTE OF MAINTENANCE","VA","Proprietary",1245572,"2014_2015"
"15847","EMPLOYMENT SOLUTIONS","KY","Private-Nonprofit",1870334,"2014_2015"
"15848","DRAGON RISES COLLEGE OF ORIENTAL MEDICINE","FL","Private-Nonprofit",956951,"2014_2015"
"15849","STANBRIDGE COLLEGE","CA","Proprietary",12806962,"2014_2015"
"15850","SOMA INSTITUTE - THE NATIONAL SCHOOL OF CLINICAL MASSAGE THERAPY","IL","Proprietary",943807,"2014_2015"
"15851","HUNTSVILLE BIBLE COLLEGE","AL","Private-Nonprofit",1152207,"2014_2015"
"15852","INTERNATIONAL SPACE UNIVERSITY",NA,"Foreign-Private",89000,"2014_2015"
"15853","MEDICAL UNIVERSITY OF THE AMERICAS",NA,"Foreign-For-Profit",3287040,"2014_2015"
"15854","AMERICAN BEAUTY SCHOOL","NY","Proprietary",455978,"2014_2015"
"15855","SOUTHERN TECHNICAL COLLEGE","FL","Proprietary",13022815,"2014_2015"
"15856","PAUL MITCHELL THE SCHOOL GREAT LAKES","MI","Proprietary",1593913,"2014_2015"
"15857","PAUL MITCHELL THE SCHOOL LOGAN","UT","Proprietary",636624,"2014_2015"
"15858","NATIONAL POLYTECHNIC COLLEGE","CA","Proprietary",1040396,"2014_2015"
"15859","CREDENCE INSTITUTE OF BEAUTY","AR","Proprietary",140572,"2014_2015"
"15860","CALC, INSTITUTE OF TECHNOLOGY","IL","Proprietary",991039,"2014_2015"
"15861","CAREER QUEST LEARNING CENTER","MI","Proprietary",5758943,"2014_2015"
"15862","ECLIPS SCHOOL OF COSMETOLOGY AND BARBERING","MO","Proprietary",114250,"2014_2015"
"15863","EVERGREEN BEAUTY AND BARBER COLLEGE","WA","Proprietary",1786382,"2014_2015"
"15864","INSTITUTE OF HAIR DESIGN","TN","Proprietary",110150,"2014_2015"
"15865","CAMEO COLLEGE OF ESSENTIAL BEAUTY","UT","Proprietary",502865,"2014_2015"
"15866","PRECISION MANUFACTURING INSTITUTE","PA","Private-Nonprofit",226805,"2014_2015"
"15867","HAIR ACADEMY 110 (THE)","MO","Proprietary",131159,"2014_2015"
"15868","MARINELLO SCHOOL OF BEAUTY","CT","Proprietary",1169286,"2014_2015"
"15869","CENTRAL STATE MASSAGE ACADEMY","OK","Proprietary",209758,"2014_2015"
"15870","BUCHANAN BEAUTY COLLEGE","TN","Proprietary",240143,"2014_2015"
"15871","TOTAL COSMETOLOGY TRAINING CENTER","WA","Proprietary",520523,"2014_2015"
"15872","MUELLER COLLEGE","CA","Proprietary",499067,"2014_2015"
"15873","CALIFORNIA NURSES EDUCATIONAL INSTITUTE","CA","Proprietary",1431138,"2014_2015"
"15874","WOLFORD COLLEGE","FL","Proprietary",9840252,"2014_2015"
"15875","CENTURA INSTITUTE","FL","Proprietary",794177,"2014_2015"
"15876","DAYTONA COLLEGE","FL","Proprietary",1723545,"2014_2015"
"15877","AVE MARIA UNIVERSITY","FL","Private-Nonprofit",5246816,"2014_2015"
"15878","MASSAGE THERAPY TRAINING INSTITUTE","NM","Proprietary",265952,"2014_2015"
"15879","PROFESSIONAL CAREERS INSTITUTE","TX","Proprietary",437514,"2014_2015"
"15880","FRANKLIN W. OLIN COLLEGE OF ENGINEERING","MA","Private-Nonprofit",694538,"2014_2015"
"15881","HARRISBURG UNIVERSITY OF SCIENCE AND TECHNOLOGY","PA","Private-Nonprofit",2998051,"2014_2015"
"15882","WON INSTITUTE OF GRADUATE STUDIES","PA","Private-Nonprofit",1117838,"2014_2015"
"15883","NORTHWEST REGIONAL TECHNOLOGY INSTITUTE","PA","Proprietary",190908,"2014_2015"
"15884","SOUTH LOUISIANA COMMUNITY COLLEGE","LA","Public",6094050,"2014_2015"
"15885","BLUE RIDGE COMMUNITY AND TECHNICAL COLLEGE","WV","Public",7171887,"2014_2015"
"15886","NEW COLLEGE OF FLORIDA","FL","Public",1721325,"2014_2015"
"15887","NEW RIVER COMMUNITY AND TECHNICAL COLLEGE","WV","Public",2091898,"2014_2015"
"15888","AMERICAN INSTITUTE OF MASSAGE THERAPY","CA","Proprietary",27823,"2014_2015"
"15889","HEALING TOUCH CAREER COLLEGE","MS","Proprietary",699149,"2014_2015"
"15890","INTERNATIONAL SCHOOL OF BEAUTY","CA","Proprietary",1032329,"2014_2015"
"15891","NEW ENGLAND COLLEGE OF BUSINESS AND FINANCE","MA","Proprietary",4675980,"2014_2015"
"15892","HAIR EXPRESSIONS ACADEMY","MD","Proprietary",1887966,"2014_2015"
"15893","LAKEWOOD SCHOOL OF THERAPEUTIC MASSAGE","MI","Proprietary",150153,"2014_2015"
"15894","UEI COLLEGE","CA","Proprietary",10485728,"2014_2015"
"15895","HANDS ON THERAPY","TX","Proprietary",689155,"2014_2015"
"15896","WELLSPRING SCHOOL OF ALLIED HEALTH","MO","Proprietary",1083066,"2014_2015"
"15897","AMERICAN CAREER COLLEGE","CA","Proprietary",14521188,"2014_2015"
"15898","EX'PRESSION COLLEGE","CA","Proprietary",6427561,"2014_2015"
"15899","ST. GEORGE'S UNIVERSITY, SCHOOL OF VETERINARY MEDICINE",NA,"Foreign-For-Profit",31741685,"2014_2015"
"15900","CALIFORNIA CAREER COLLEGE","CA","Proprietary",519638,"2014_2015"
"15901","INSTITUTE OF PROFESSIONAL CAREERS","NV","Proprietary",191685,"2014_2015"
"15902","MASSAGE THERAPY INSTITUTE OF COLORADO","CO","Proprietary",246413,"2014_2015"
"15903","ANN ARBOR INSTITUTE OF MASSAGE THERAPY","MI","Proprietary",245128,"2014_2015"
"15904","CALIFORNIA STATE UNIVERSITY CHANNEL ISLANDS","CA","Public",25154363,"2014_2015"
"15905","VISIBLE MUSIC COLLEGE","TN","Private-Nonprofit",919580,"2014_2015"
"15906","SCHOOL OF PROFESSIONAL HORTICULTURE, AT THE N. Y. BOTANICAL GARDEN","NY","Private-Nonprofit",58835,"2014_2015"
"15907","CDA TECHNICAL INSTITUTE","FL","Proprietary",4266008,"2014_2015"
"15908","AVIATOR COLLEGE OF AERONAUTICAL SCIENCE & TECHNOLOGY","FL","Proprietary",558940,"2014_2015"
"15909","TEXAS HEALTH SCHOOL","TX","Proprietary",413849,"2014_2015"
"15910","SAE INSTITUTE OF TECHNOLOGY, NEW YORK","NY","Proprietary",1900657,"2014_2015"
"15911","UNIVERSITY OF EAST-WEST MEDICINE","CA","Proprietary",1077066,"2014_2015"
"15912","ARKANSAS BEAUTY COLLEGE","AR","Proprietary",149452,"2014_2015"
"15913","BEAUMONT ADULT SCHOOL","CA","Public",589447,"2014_2015"
"15914","PALACE BEAUTY COLLEGE","CA","Proprietary",287084,"2014_2015"
"15915","ECUMENICAL THEOLOGICAL SEMINARY","MI","Private-Nonprofit",960113,"2014_2015"
"15916","BLAKE AUSTIN COLLEGE","CA","Proprietary",3048490,"2014_2015"
"15917","UNITED STATES UNIVERSITY","CA","Proprietary",2390718,"2014_2015"
"15918","NUVO COLLEGE OF COSMETOLOGY","MI","Proprietary",239338,"2014_2015"
"15919","P&A SCHOLARS BEAUTY SCHOOL","MI","Proprietary",1204126,"2014_2015"
"15920","PALLADIUM TECHNICAL ACADEMY","CA","Proprietary",328603,"2014_2015"
"15921","FRANKFURT SCHOOL OF FINANCE & MANAGEMENT GGMBH",NA,"Foreign-Private",55600,"2014_2015"
"15922","AMERICAN INSTITUTE OF BEAUTY","FL","Proprietary",1110702,"2014_2015"
"15923","AUGUSTA SCHOOL OF MASSAGE","GA","Proprietary",71891,"2014_2015"
"15924","AMERICAN COLLEGE, DUBLIN LIMITED (THE)",NA,"Foreign-Private",225369,"2014_2015"
"15925","CENTRAL EUROPEAN UNIVERSITY",NA,"Foreign-Private",670318,"2014_2015"
"15926","MOUNTAIN STATE SCHOOL OF MASSAGE","WV","Proprietary",224009,"2014_2015"
"15927","TRENDSETTERS OF FL. SCHOOL OF BEAUTY & BARBERING","FL","Proprietary",238750,"2014_2015"
"15928","SALON PROFESSIONAL ACADEMY (THE)","ND","Proprietary",471417,"2014_2015"
"15929","YORK ST JOHN UNIVERSITY",NA,"Foreign-Public",142151,"2014_2015"
"15930","TENNESSEE CAREER INSTITUTE","TN","Proprietary",525515,"2014_2015"
"15931","SOUTHEAST TEXAS CAREER INSTITUTE","TX","Proprietary",763146,"2014_2015"
"15932","LOS ANGELES FILM SCHOOL (THE)","CA","Proprietary",24898106,"2014_2015"
"15933","ACADEMY OF HAIR DESIGN","MO","Proprietary",776143,"2014_2015"
"15934","ATA COLLEGE","KY","Proprietary",9654852,"2014_2015"
"15935","AVI CAREER TRAINING","VA","Proprietary",214685,"2014_2015"
"15936","PIERPONT COMMUNITY & TECHNICAL COLLEGE","WV","Public",6362601,"2014_2015"
"15937","BRIDGEVALLEY COMMUNITY AND TECHNICAL COLLEGE","WV","Public",3588629,"2014_2015"
"15938","IDEAL BEAUTY ACADEMY","IN","Proprietary",238107,"2014_2015"
"15939","SULLIVAN AND COGLIANO TRAINING CENTERS","FL","Proprietary",1995160,"2014_2015"
"15940","COMPASS CAREER COLLEGE","LA","Proprietary",1389307,"2014_2015"
"15941","BERKS CAREER & TECHNOLOGY CENTER","PA","Public",132329,"2014_2015"
"15942","MOUNTWEST COMMUNITY AND TECHNICAL COLLEGE","WV","Public",3022439,"2014_2015"
"15943","ACE INSTITUTE OF TECHNOLOGY","NY","Proprietary",435932,"2014_2015"
"15944","HAZELDEN GRADUATE SCHOOL OF ADDICTION STUDIES","MN","Private-Nonprofit",2440973,"2014_2015"
"15945","NORTHWEST BEAUTY SCHOOL","TX","Proprietary",165077,"2014_2015"
"15946","MAI-TRIX BEAUTY COLLEGE","TX","Proprietary",6467,"2014_2015"
"15947","HONG KONG UNIVERSITY OF SCIENCE AND TECHNOLOGY (THE)",NA,"Foreign-Public",87375,"2014_2015"
"15948","ART INSTITUTE OF PHOENIX (THE)","AZ","Proprietary",167285301,"2014_2015"
"15949","CREATIVE HAIR SCHOOL OF COSMETOLOGY","MI","Proprietary",5500,"2014_2015"
"15950","CAREER COLLEGE OF CALIFORNIA","CA","Proprietary",626496,"2014_2015"
"15951","ASHER COLLEGE","CA","Proprietary",2215366,"2014_2015"
"15952","TUCSON COLLEGE OF BEAUTY","AZ","Proprietary",392628,"2014_2015"
"15953","AMERICAN INSTITUTE OF MEDICAL TECHNOLOGY","OK","Proprietary",669427,"2014_2015"
"15954","ROSEMAN UNIVERSITY OF HEALTH SCIENCES","NV","Private-Nonprofit",80559906,"2014_2015"
"15955","CARDIAC AND VASCULAR INSTITUTE OF ULTRASOUND","AL","Proprietary",636554,"2014_2015"
"15956","SELMA UNIVERSITY","AL","Private-Nonprofit",1951343,"2014_2015"
"15957","RAPHAEL RECANATI INTERNATIONAL SCHOOL, THE INTERDISCIPLINARY CENTER",NA,"Foreign-Private",652587,"2014_2015"
"15958","AVEDA INSTITUTE PROVO","UT","Proprietary",641054,"2014_2015"
"15959","JUNG TAO SCHOOL OF CLASSICAL CHINESE MEDICINE","NC","Private-Nonprofit",966884,"2014_2015"
"15960","HONDROS COLLEGE","OH","Proprietary",22456636,"2014_2015"
"15961","QUEST UNIVERSITY CANADA",NA,"Foreign-Private",716114,"2014_2015"
"15962","GNOMON","CA","Proprietary",1975904,"2014_2015"
"15963","ASPEN UNIVERSITY","CO","Proprietary",3509844,"2014_2015"
"15964","PROFESSIONAL CAREER TRAINING INSTITUTE","TX","Proprietary",977766,"2014_2015"
"15965","CAMBRIDGE INSTITUTE OF ALLIED HEALTH & TECHNOLOGY","FL","Proprietary",3462843,"2014_2015"
"15966","NEW ZEALAND COLLEGE OF CHIROPRACTIC",NA,"Foreign-Private",76500,"2014_2015"
"15967","WESTMED COLLEGE","CA","Private-Nonprofit",1505291,"2014_2015"
"15968","CCI TRAINING CENTER","TX","Proprietary",524596,"2014_2015"
"15969","MAKE-UP DESIGNORY","CA","Proprietary",3878914,"2014_2015"
"15970","ACADEMY OF NATURAL THERAPY","CO","Proprietary",313008,"2014_2015"
"15971","ROBERT B. MILLER COLLEGE (THE)","MI","Private-Nonprofit",1267452,"2014_2015"
"15972","KING'S COLLEGE (THE)","NY","Private-Nonprofit",2796270,"2014_2015"
"15973","CHARLESTON SCHOOL OF LAW","SC","Proprietary",18000077,"2014_2015"
"15974","SUCCESS SCHOOLS LLC","IN","Proprietary",849950,"2014_2015"
"15975","TAFT UNIVERSITY SYSTEM (THE)","CO","Proprietary",5210729,"2014_2015"
"15976","CAROLINA SCHOOL OF BROADCASTING","NC","Proprietary",294530,"2014_2015"
"15977","NEW AGE TRAINING","NY","Proprietary",742104,"2014_2015"
"15978","ACADEMY DI CAPELLI","CT","Proprietary",838518,"2014_2015"
"15979","PENSACOLA SCHOOL OF MASSAGE THERAPY & HEALTH CAREERS","FL","Proprietary",305555,"2014_2015"
"15980","PALM BEACH ACADEMY OF HEALTH & BEAUTY","FL","Proprietary",1352420,"2014_2015"
"15981","UNIVERSITY OF MANAGEMENT AND TECHNOLOGY (THE)","VA","Proprietary",828623,"2014_2015"
"15982","WEST HILLS COLLEGE LEMOORE","CA","Public",1599713,"2014_2015"
"15983","LOUISIANA CULINARY INSTITUTE","LA","Proprietary",1698920,"2014_2015"
"15984","LEBANESE AMERICAN UNIVERSITY",NA,"Foreign-Private",425849,"2014_2015"
"15985","NEVADA STATE COLLEGE","NV","Public",12394092,"2014_2015"
"15986","INSTITUTE OF WORLD POLITICS (THE)","DC","Private-Nonprofit",2263600,"2014_2015"
"15987","VALLEY COLLEGE OF MEDICAL CAREERS","CA","Proprietary",535115,"2014_2015"
"15988","COACHELLA VALLEY BEAUTY COLLEGE","CA","Proprietary",215710,"2014_2015"
"15989","MAYFIELD COLLEGE","CA","Proprietary",3004099,"2014_2015"
"15990","REGINA'S COLLEGE OF BEAUTY","NC","Proprietary",862866,"2014_2015"
"15991","LIVERPOOL HOPE UNIVERSITY",NA,"Foreign-Public",93144,"2014_2015"
"15992","EDHEC BUSINESS SCHOOL",NA,"Foreign-Private",383985,"2014_2015"
"15993","TAYLOR COLLEGE","FL","Proprietary",2056858,"2014_2015"
"15994","DIGRIGOLI SCHOOL OF COSMETOLOGY","MA","Proprietary",413343,"2014_2015"
"15995","DAYTON SCHOOL OF MEDICAL MASSAGE","OH","Proprietary",1998259,"2014_2015"
"15996","MILWAUKEE CAREER COLLEGE","WI","Proprietary",1562776,"2014_2015"
"15997","SOLEX MEDICAL ACADEMY","IL","Proprietary",12465,"2014_2015"
"15998","LARRY'S BARBER COLLEGE","IL","Proprietary",68186,"2014_2015"
"15999","MONROE 2 - ORLEANS BOCES, CENTER FOR WORKFORCE DEVELOPMENT","NY","Public",470261,"2014_2015"
"16000","CHAMPION BEAUTY COLLEGE","TX","Proprietary",239158,"2014_2015"
"16001","BYZANTINE CATHOLIC SEMINARY OF SAINTS CYRIL AND METHODIUS","PA","Private-Nonprofit",27750,"2014_2015"
"16002","NORTHCOAST MEDICAL TRAINING ACADEMY","OH","Proprietary",1306979,"2014_2015"
"16003","CHICAGO ORT TECHNICAL INSTITUTE","IL","Private-Nonprofit",260545,"2014_2015"
"16004","ACADEMY OF COSMETOLOGY","WI","Proprietary",386450,"2014_2015"
"16005","AMERICAN BUSINESS & TECHNOLOGY UNIVERSITY","MO","Proprietary",645871,"2014_2015"
"16006","NEW YORK FILM ACADEMY","CA","Proprietary",15283678,"2014_2015"
"16007","EASTERN WEST VIRGINIA COMMUNITY & TECHNICAL COLLEGE","WV","Public",1083281,"2014_2015"
"16008","TECHMISSION","MO","Private-Nonprofit",169387,"2014_2015"
"16009","CAREER COLLEGE CONSULTANTS","CA","Proprietary",628123,"2014_2015"
"16010","AVEDA INSTITUTE - SOUTH FLORIDA","FL","Proprietary",4149838,"2014_2015"
"16011","GDS INSTITUTE","CA","Proprietary",17000,"2014_2015"
"16012","SUNNYSIDE BEAUTY ACADEMY","WA","Proprietary",64121,"2014_2015"
"16013","HEALTH AND STYLE INSTITUTE","NC","Proprietary",2029333,"2014_2015"
"16014","PAUL MITCHELL THE SCHOOL MIAMI","FL","Proprietary",783134,"2014_2015"
"16015","ARIZONA CULINARY INSTITUTE","AZ","Proprietary",1062601,"2014_2015"
"16016","MYCOMPUTERCAREER.COM /TECHSKILLS","IN","Proprietary",1252411,"2014_2015"
"16017","GALLERY COLLEGE OF BEAUTY (THE)","MI","Proprietary",500834,"2014_2015"
"16018","INSTITUTE OF TAOIST EDUCATION AND ACUPUNCTURE","CO","Private-Nonprofit",667672,"2014_2015"
"16019","COLUMBIA SOUTHERN UNIVERSITY","AL","Proprietary",80903417,"2014_2015"
"16020","CRISWELL COLLEGE","TX","Private-Nonprofit",1146205,"2014_2015"
"16021","GRANTHAM UNIVERSITY","KS","Proprietary",60749791,"2014_2015"
"16022","LEXINGTON HEALING ARTS ACADEMY","KY","Proprietary",387824,"2014_2015"
"16023","DOMINION SCHOOL OF HAIR DESIGN","VA","Proprietary",166931,"2014_2015"
"16024","ELITE COLLEGE OF COSMETOLOGY","TN","Proprietary",195298,"2014_2015"
"16025","MYCOMPUTERCAREER.COM /TECHSKILLS","OH","Proprietary",1667922,"2014_2015"
"16026","AMBRIA COLLEGE OF NURSING","IL","Proprietary",3022214,"2014_2015"
"16027","GENTLE HEALING SCHOOL OF MASSAGE","NJ","Proprietary",64498,"2014_2015"
"16028","MONTESSORI CASA INTERNATIONAL","CO","Private-Nonprofit",19000,"2014_2015"
"16029","PAUL MITCHELL THE SCHOOL AUSTIN","TX","Proprietary",1107612,"2014_2015"
"16030","MANUEL AND THERESA'S SCHOOL OF HAIR DESIGN","TX","Proprietary",265896,"2014_2015"
"16031","CAREER SCHOOL OF NY","NY","Private-Nonprofit",355531,"2014_2015"
