"","School","State","School.Type","Total.Disbursements","Year"
"16133","Lawrence University of Wisconsin","WI","Private/Non-Profit",1517671,"2013-14"
"16134","Madison Area Technical College","WI","Public",646832,"2013-14"
"16135","Madison Media Institute","WI","Proprietary",213551,"2013-14"
"16136","Maranatha Baptist University","WI","Private/Non-Profit",31360,"2013-14"
"16137","Marian University","WI","Private/Non-Profit",318140,"2013-14"
"16138","Marquette University","WI","Private/Non-Profit",8463483,"2013-14"
"16139","Medical College of Wisconsin","WI","Private/Non-Profit",1772232,"2013-14"
"16140","Mid-State Technical College","WI","Public",176270,"2013-14"
"16141","Midwest College of Oriental Medicine","WI","Proprietary",0,"2013-14"
"16142","Milwaukee Area Technical College","WI","Public",1048138,"2013-14"
"16143","Milwaukee Career College","WI","Proprietary",21768,"2013-14"
"16144","Milwaukee Institute of Art & Design","WI","Private/Non-Profit",107780,"2013-14"
"16145","Milwaukee School of Engineering","WI","Private/Non-Profit",824200,"2013-14"
"16146","Moraine Park Technical College","WI","Public",130402,"2013-14"
"16147","Mount Mary University","WI","Private/Non-Profit",349523,"2013-14"
"16148","Nicolet Area Technical College","WI","Public",160689,"2013-14"
"16149","Northcentral Technical College","WI","Public",350950,"2013-14"
"16150","Northeast Wisconsin Technical College","WI","Public",536342,"2013-14"
"16151","Northland College","WI","Private/Non-Profit",685834,"2013-14"
"16152","Northland International University","WI","Private/Non-Profit",59308,"2013-14"
"16153","Paul Mitchell the School Green Bay","WI","Proprietary",13817,"2013-14"
"16154","Ripon College","WI","Private/Non-Profit",822557,"2013-14"
"16155","Saint Norbert College","WI","Private/Non-Profit",1208788,"2013-14"
"16156","Shepherds College","WI","Private/Non-Profit",0,"2013-14"
"16157","Silver Lake College of the Holy Family","WI","Private/Non-Profit",131453,"2013-14"
"16158","Southwest Wisconsin Technical College","WI","Public",223660,"2013-14"
"16159","State College of Beauty Culture","WI","Proprietary",20520,"2013-14"
"16160","University of Wisconsin - Eau Claire","WI","Public",5396460,"2013-14"
"16161","University of Wisconsin - Green Bay","WI","Public",1904658,"2013-14"
"16162","University of Wisconsin - LaCrosse","WI","Public",1993479,"2013-14"
"16163","University of Wisconsin - Madison","WI","Public",16777403,"2013-14"
"16164","University of Wisconsin - Milwaukee","WI","Public",6556349,"2013-14"
"16165","University of Wisconsin - Oshkosh","WI","Public",2331695,"2013-14"
"16166","University of Wisconsin - Parkside","WI","Public",1161918,"2013-14"
"16167","University of Wisconsin - Platteville","WI","Public",2098616,"2013-14"
"16168","University of Wisconsin - River Falls","WI","Public",1694973,"2013-14"
"16169","University of Wisconsin - Stevens Point","WI","Public",4631233,"2013-14"
"16170","University of Wisconsin - Stout","WI","Public",4888050,"2013-14"
"16171","University of Wisconsin - Superior","WI","Public",872537,"2013-14"
"16172","University of Wisconsin - Whitewater","WI","Public",3225840,"2013-14"
"16173","University of Wisconsin Colleges","WI","Public",1142878,"2013-14"
"16174","Viterbo University","WI","Private/Non-Profit",992654,"2013-14"
"16175","Waukesha County Technical College","WI","Public",234744,"2013-14"
"16176","Western Technical College","WI","Public",250258,"2013-14"
"16177","Wisconsin Academy a Paul Mitchell Partner Group (The)","WI","Proprietary",5200,"2013-14"
"16178","Wisconsin Indianhead Technical College","WI","Public",271561,"2013-14"
"16179","Wisconsin Lutheran College","WI","Private/Non-Profit",309048,"2013-14"
"16180","Alderson Broaddus University","WV","Private/Non-Profit",582868,"2013-14"
"16181","Appalachian Bible College","WV","Private/Non-Profit",23467,"2013-14"
"16182","Bethany College","WV","Private/Non-Profit",1463060,"2013-14"
"16183","Blue Ridge Community and Technical College","WV","Public",152237,"2013-14"
"16184","Bluefield State College","WV","Public",180479,"2013-14"
"16185","Bridgemont Community and Technical College","WV","Public",47254,"2013-14"
"16186","BridgeValley Community and Technical College","WV","Public",134159,"2013-14"
"16187","Concord University","WV","Public",1063503,"2013-14"
"16188","Davis & Elkins College","WV","Private/Non-Profit",449671,"2013-14"
"16189","Eastern West Virginia Community & Technical College","WV","Public",0,"2013-14"
"16190","Everest Institute","WV","Proprietary",161361,"2013-14"
"16191","Fairmont State University","WV","Public",514851,"2013-14"
"16192","Glenville State College","WV","Public",245428,"2013-14"
"16193","Huntington Junior College of Business","WV","Proprietary",86518,"2013-14"
"16194","Huntington School of Beauty Culture","WV","Proprietary",4900,"2013-14"
"16195","International Beauty School","WV","Proprietary",10200,"2013-14"
"16196","Marshall University","WV","Public",2434242,"2013-14"
"16197","Mountain State College","WV","Proprietary",65349,"2013-14"
"16198","Mountwest Community and Technical College","WV","Public",227404,"2013-14"
"16199","New River Community and Technical College","WV","Public",117116,"2013-14"
"16200","Ohio Valley University","WV","Private/Non-Profit",219528,"2013-14"
"16201","Pierpont Community & Technical College","WV","Public",255388,"2013-14"
"16202","Salem International University","WV","Proprietary",644383,"2013-14"
"16203","Shepherd University","WV","Public",317437,"2013-14"
"16204","Southern West Virginia Community and Technical College","WV","Public",139869,"2013-14"
"16205","University of Charleston","WV","Private/Non-Profit",424578,"2013-14"
"16206","Valley College","WV","Proprietary",13314,"2013-14"
"16207","Valley College","WV","Proprietary",13035,"2013-14"
"16208","Valley College","WV","Proprietary",14880,"2013-14"
"16209","West Liberty University","WV","Public",683218,"2013-14"
"16210","West Virginia Business College","WV","Proprietary",55599,"2013-14"
"16211","West Virginia Junior College","WV","Proprietary",227915,"2013-14"
"16212","West Virginia Junior College","WV","Proprietary",255282,"2013-14"
"16213","West Virginia Northern Community College","WV","Public",137762,"2013-14"
"16214","West Virginia School of Osteopathic Medicine","WV","Public",654193,"2013-14"
"16215","West Virginia State University","WV","Public",436850,"2013-14"
"16216","West Virginia University","WV","Public",7088738,"2013-14"
"16217","West Virginia University - Parkersburg","WV","Public",197268,"2013-14"
"16218","West Virginia Wesleyan College","WV","Private/Non-Profit",595051,"2013-14"
"16219","Wheeling Jesuit University","WV","Private/Non-Profit",728357,"2013-14"
"16220","Casper College","WY","Public",150640,"2013-14"
"16221","Central Wyoming College","WY","Public",71637,"2013-14"
"16222","Eastern Wyoming College","WY","Public",93842,"2013-14"
"16223","Laramie County Community College","WY","Public",202520,"2013-14"
"16224","Northern Wyoming Community College District","WY","Public",103412,"2013-14"
"16225","Northwest College","WY","Public",95863,"2013-14"
"16226","University of Wyoming","WY","Public",2863586,"2013-14"
"16227","Western Wyoming Community College","WY","Public",40258,"2013-14"
"16228","WyoTech","WY","Proprietary",1975392,"2013-14"
"16229"," Alabama Agricultural & Mechanical University"," AL"," Public",946583,"2014-15"
"16230"," Faulkner University"," AL"," Private/Non-Profit",574395,"2014-15"
"16231"," University of Montevallo"," AL"," Public",384846,"2014-15"
"16232"," Alabama State University"," AL"," Public",1645219,"2014-15"
"16233"," Central Alabama Community College"," AL"," Public",115518,"2014-15"
"16234"," Athens State University"," AL"," Public",161156,"2014-15"
"16235"," Auburn University"," AL"," Public",3724591,"2014-15"
"16236"," Birmingham-Southern College"," AL"," Private/Non-Profit",719003,"2014-15"
"16237"," Calhoun Community College"," AL"," Public",443196,"2014-15"
"16238"," Enterprise State Community College"," AL"," Public",155860,"2014-15"
"16239"," University of North Alabama"," AL"," Public",507357,"2014-15"
"16240"," Gadsden State Community College"," AL"," Public",350204,"2014-15"
"16241"," George C. Wallace Community College"," AL"," Public",243849,"2014-15"
"16242"," Huntingdon College"," AL"," Private/Non-Profit",388381,"2014-15"
"16243"," Jacksonville State University"," AL"," Public",641240,"2014-15"
"16244"," Jefferson Davis Community College"," AL"," Public",51729,"2014-15"
"16245"," Jefferson State Community College"," AL"," Public",683686,"2014-15"
"16246"," Judson College"," AL"," Private/Non-Profit",117309,"2014-15"
"16247"," University of West Alabama"," AL"," Public",715229,"2014-15"
"16248"," Marion Military Institute"," AL"," Public",34378,"2014-15"
"16249"," Miles College"," AL"," Private/Non-Profit",595560,"2014-15"
"16250"," University of Mobile"," AL"," Private/Non-Profit",290448,"2014-15"
"16251"," Bishop State Community College"," AL"," Public",295979,"2014-15"
"16252"," Northeast Alabama Community College"," AL"," Public",214956,"2014-15"
"16253"," Oakwood University"," AL"," Private/Non-Profit",499004,"2014-15"
"16254"," Alabama Southern Community College"," AL"," Public",68948,"2014-15"
"16255"," Samford University"," AL"," Private/Non-Profit",1432153,"2014-15"
"16256"," Snead State Community College"," AL"," Public",117089,"2014-15"
"16257"," Southern Union State Community College"," AL"," Public",215509,"2014-15"
"16258"," Spring Hill College"," AL"," Private/Non-Profit",586849,"2014-15"
"16259"," Stillman College"," AL"," Private/Non-Profit",512347,"2014-15"
"16260"," Talladega College"," AL"," Private/Non-Profit",482402,"2014-15"
"16261"," Troy University"," AL"," Public",1917840,"2014-15"
"16262"," Tuskegee University"," AL"," Private/Non-Profit",3874176,"2014-15"
"16263"," University of Alabama"," AL"," Public",4268130,"2014-15"
"16264"," University of Alabama at Birmingham"," AL"," Public",3982509,"2014-15"
"16265"," University of Alabama in Huntsville"," AL"," Public",397809,"2014-15"
"16266"," University of South Alabama"," AL"," Public",1562482,"2014-15"
"16267"," Lawson State Community College"," AL"," Public",362931,"2014-15"
"16268"," James H. Faulkner State Community College"," AL"," Public",234841,"2014-15"
"16269"," Alaska Pacific University"," AK"," Private/Non-Profit",89582,"2014-15"
"16270"," University of Alaska Fairbanks"," AK"," Public",708548,"2014-15"
"16271"," University of Alaska Southeast"," AK"," Public",65476,"2014-15"
"16272"," Thunderbird School of Global Management"," AZ"," Private/Non-Profit",484884,"2014-15"
"16273"," Arizona Western College"," AZ"," Public",747450,"2014-15"
"16274"," Cochise College"," AZ"," Public",156065,"2014-15"
"16275"," Eastern Arizona College"," AZ"," Public",324444,"2014-15"
"16276"," Grand Canyon University"," AZ"," Proprietary",3310408,"2014-15"
"16277"," Glendale Community College"," AZ"," Public",1121712,"2014-15"
"16278"," Mesa Community College"," AZ"," Public",1592550,"2014-15"
"16279"," Phoenix College"," AZ"," Public",911878,"2014-15"
"16280"," Yavapai College"," AZ"," Public",320577,"2014-15"
"16281"," Arizona State University"," AZ"," Public",9167023,"2014-15"
"16282"," Northern Arizona University"," AZ"," Public",2606829,"2014-15"
"16283"," University of Arizona (The)"," AZ"," Public",4829999,"2014-15"
"16284"," University of Arkansas at Monticello"," AR"," Public",352672,"2014-15"
"16285"," University of Arkansas at Pine Bluff"," AR"," Public",616402,"2014-15"
"16286"," Arkansas Baptist College"," AR"," Private/Non-Profit",106689,"2014-15"
"16287"," Lyon College"," AR"," Private/Non-Profit",254298,"2014-15"
"16288"," Arkansas Tech University"," AR"," Public",779124,"2014-15"
"16289"," Arkansas State University"," AR"," Public",1831110,"2014-15"
"16290"," Arkansas State University - Beebe"," AR"," Public",218154,"2014-15"
"16291"," University of Central Arkansas"," AR"," Public",2064018,"2014-15"
"16292"," Central Baptist College"," AR"," Private/Non-Profit",82424,"2014-15"
"16293"," University of the Ozarks"," AR"," Private/Non-Profit",149553,"2014-15"
"16294"," Crowley's Ridge College"," AR"," Private/Non-Profit",18441,"2014-15"
"16295"," Harding University"," AR"," Private/Non-Profit",1893303,"2014-15"
"16296"," Henderson State University"," AR"," Public",533289,"2014-15"
"16297"," Hendrix College"," AR"," Private/Non-Profit",548291,"2014-15"
"16298"," John Brown University"," AR"," Private/Non-Profit",566985,"2014-15"
"16299"," University of Arkansas at Little Rock"," AR"," Public",705320,"2014-15"
"16300"," Ouachita Baptist University"," AR"," Private/Non-Profit",715370,"2014-15"
"16301"," Philander Smith College"," AR"," Private/Non-Profit",183637,"2014-15"
"16302"," Phillips Community College of the University of Arkansas"," AR"," Public",154952,"2014-15"
"16303"," Shorter College"," AR"," Private/Non-Profit",0,"2014-15"
"16304"," Williams Baptist College"," AR"," Private/Non-Profit",316954,"2014-15"
"16305"," Southern Arkansas University"," AR"," Public",1027502,"2014-15"
"16306"," University of Arkansas"," AR"," Public",4604807,"2014-15"
"16307"," University of Arkansas for Medical Sciences"," AR"," Public",231841,"2014-15"
"16308"," University of Arkansas at Fort Smith"," AR"," Public",382434,"2014-15"
"16309"," Allan Hancock College"," CA"," Public",326804,"2014-15"
"16310"," Antelope Valley College"," CA"," Public",719663,"2014-15"
"16311"," Art Center College of Design"," CA"," Private/Non-Profit",606325,"2014-15"
"16312"," Azusa Pacific University"," CA"," Private/Non-Profit",3164740,"2014-15"
"16313"," Bakersfield College"," CA"," Public",1006352,"2014-15"
"16314"," Barstow Community College"," CA"," Public",198271,"2014-15"
"16315"," Biola University"," CA"," Private/Non-Profit",1415605,"2014-15"
"16316"," Brooks Institute"," CA"," Proprietary",124525,"2014-15"
"16317"," Cabrillo College"," CA"," Public",652584,"2014-15"
"16318"," California Baptist University"," CA"," Private/Non-Profit",834215,"2014-15"
"16319"," California College of the Arts"," CA"," Private/Non-Profit",1250766,"2014-15"
