"","School","State","School.Type","Total.Disbursements","Year"
"9245","Savannah State University","GA","Public",638359,"2012-13"
"9246","Savannah Technical College","GA","Public",397755,"2012-13"
"9247","Shorter University","GA","Private/Non-Profit",437965,"2012-13"
"9248","South Georgia State College","GA","Public",328021,"2012-13"
"9249","South Georgia Technical College","GA","Public",219110,"2012-13"
"9250","South University","GA","Proprietary",4028666,"2012-13"
"9251","Southeastern Technical College","GA","Public",203253,"2012-13"
"9252","Southern Crescent Technical College","GA","Public",302766,"2012-13"
"9253","Southern Polytechnic State University","GA","Public",353154,"2012-13"
"9254","Southwest Georgia Technical College","GA","Public",140237,"2012-13"
"9255","Spelman College","GA","Private/Non-Profit",927799,"2012-13"
"9256","Thomas University","GA","Private/Non-Profit",99506,"2012-13"
"9257","Toccoa Falls College","GA","Private/Non-Profit",408521,"2012-13"
"9258","Truett McConnell College","GA","Private/Non-Profit",46053,"2012-13"
"9259","University of Georgia","GA","Public",3000892,"2012-13"
"9260","University of North Georgia","GA","Public",386416,"2012-13"
"9261","University of West Georgia","GA","Public",615401,"2012-13"
"9262","Valdosta State University","GA","Public",576943,"2012-13"
"9263","Vogue Beauty and Barber School","GA","Proprietary",11650,"2012-13"
"9264","Waycross College","GA","Public",94591,"2012-13"
"9265","Wesleyan College","GA","Private/Non-Profit",200324,"2012-13"
"9266","West Georgia Technical College","GA","Public",388790,"2012-13"
"9267","Wiregrass Georgia Technical College","GA","Public",357754,"2012-13"
"9268","Woodruff Medical Training and Testing","GA","Proprietary",0,"2012-13"
"9269","Young Harris College","GA","Private/Non-Profit",115981,"2012-13"
"9270","Guam Community College","GU","Public",129783,"2012-13"
"9271","Pacific Islands University","GU","Private/Non-Profit",10000,"2012-13"
"9272","University of Guam","GU","Public",512635,"2012-13"
"9273","Chaminade University of Honolulu","HI","Private/Non-Profit",385468,"2012-13"
"9274","Hawaii Community College","HI","Public",150656,"2012-13"
"9275","Hawaii Institute of Hair Design","HI","Proprietary",13549,"2012-13"
"9276","Hawaii Medical Institute","HI","Proprietary",0,"2012-13"
"9277","Hawaii Pacific University","HI","Private/Non-Profit",996138,"2012-13"
"9278","Honolulu Community College","HI","Public",196680,"2012-13"
"9279","Kapiolani Community College","HI","Public",168194,"2012-13"
"9280","Kauai Community College","HI","Public",41337,"2012-13"
"9281","Leeward Community College","HI","Public",221815,"2012-13"
"9282","Med-Assist School of Hawaii","HI","Proprietary",16800,"2012-13"
"9283","University of Hawaii - West Oahu","HI","Public",30662,"2012-13"
"9284","University of Hawaii at Hilo","HI","Public",899708,"2012-13"
"9285","University of Hawaii at Manoa","HI","Public",3625995,"2012-13"
"9286","University of Hawaii Maui College","HI","Public",246394,"2012-13"
"9287","Windward Community College","HI","Public",103173,"2012-13"
"9288","Allen College","IA","Private/Non-Profit",50158,"2012-13"
"9289","American College of Hairstyling-Cedar Rapids","IA","Proprietary",5035,"2012-13"
"9290","American College of Hairstyling-Des Moines","IA","Proprietary",7237,"2012-13"
"9291","American Institute of Business","IA","Private/Non-Profit",265610,"2012-13"
"9292","Briar Cliff University","IA","Private/Non-Profit",682330,"2012-13"
"9293","Buena Vista University","IA","Private/Non-Profit",892430,"2012-13"
"9294","Capri College","IA","Proprietary",24961,"2012-13"
"9295","Capri College","IA","Proprietary",16011,"2012-13"
"9296","Capri College","IA","Proprietary",7571,"2012-13"
"9297","Central College","IA","Private/Non-Profit",1284848,"2012-13"
"9298","Clarke University","IA","Private/Non-Profit",361718,"2012-13"
"9299","Coe College","IA","Private/Non-Profit",1561232,"2012-13"
"9300","Cornell College","IA","Private/Non-Profit",880574,"2012-13"
"9301","Des Moines Area Community College","IA","Public",755527,"2012-13"
"9302","Des Moines University - Osteopathic Medical Center","IA","Private/Non-Profit",155418,"2012-13"
"9303","Divine Word College","IA","Private/Non-Profit",138449,"2012-13"
"9304","Dordt College","IA","Private/Non-Profit",748876,"2012-13"
"9305","Drake University","IA","Private/Non-Profit",2500741,"2012-13"
"9306","Eastern Iowa Community College District","IA","Public",371600,"2012-13"
"9307","Ellsworth Community College","IA","Public",129583,"2012-13"
"9308","Emmaus Bible College","IA","Private/Non-Profit",25846,"2012-13"
"9309","Faust Institute of Cosmetology","IA","Proprietary",7165,"2012-13"
"9310","Graceland University","IA","Private/Non-Profit",1054351,"2012-13"
"9311","Grand View University","IA","Private/Non-Profit",574435,"2012-13"
"9312","Grinnell College","IA","Private/Non-Profit",1340009,"2012-13"
"9313","Hawkeye Community College","IA","Public",300886,"2012-13"
"9314","Indian Hills Community College","IA","Public",247539,"2012-13"
"9315","Iowa Central Community College","IA","Public",360359,"2012-13"
"9316","Iowa Lakes Community College","IA","Public",164185,"2012-13"
"9317","Iowa School of Beauty","IA","Proprietary",15101,"2012-13"
"9318","Iowa School of Beauty","IA","Proprietary",7231,"2012-13"
"9319","Iowa School of Beauty","IA","Proprietary",7218,"2012-13"
"9320","Iowa School of Beauty","IA","Proprietary",6827,"2012-13"
"9321","Iowa State University of Science & Technology","IA","Public",4811443,"2012-13"
"9322","Iowa Wesleyan College","IA","Private/Non-Profit",306189,"2012-13"
"9323","Iowa Western Community College","IA","Public",254784,"2012-13"
"9324","Kaplan University","IA","Proprietary",6543186,"2012-13"
"9325","Kirkwood Community College","IA","Public",915359,"2012-13"
"9326","La' James College of Hairstyling","IA","Proprietary",6807,"2012-13"
"9327","La' James International College","IA","Proprietary",11179,"2012-13"
"9328","La' James International College","IA","Proprietary",7353,"2012-13"
"9329","La' James International College - Davenport","IA","Proprietary",7673,"2012-13"
"9330","La' James International College - Des Moines","IA","Proprietary",15646,"2012-13"
"9331","La'James International College","IA","Proprietary",9230,"2012-13"
"9332","Loras College","IA","Private/Non-Profit",1300344,"2012-13"
"9333","Luther College","IA","Private/Non-Profit",2467548,"2012-13"
"9334","Maharishi University of Management","IA","Private/Non-Profit",750511,"2012-13"
"9335","Marshalltown Community College","IA","Public",89102,"2012-13"
"9336","Mercy College of Health Sciences","IA","Private/Non-Profit",84690,"2012-13"
"9337","Morningside College","IA","Private/Non-Profit",902368,"2012-13"
"9338","Mount Mercy University","IA","Private/Non-Profit",561058,"2012-13"
"9339","North Iowa Area Community College","IA","Public",174199,"2012-13"
"9340","Northeast Iowa Community College","IA","Public",195512,"2012-13"
"9341","Northwest Iowa Community College","IA","Public",37376,"2012-13"
"9342","Northwestern College","IA","Private/Non-Profit",618871,"2012-13"
"9343","Palmer College of Chiropractic","IA","Private/Non-Profit",3367236,"2012-13"
"9344","Saint Ambrose University","IA","Private/Non-Profit",766739,"2012-13"
"9345","Simpson College","IA","Private/Non-Profit",876486,"2012-13"
"9346","Southeastern Community College","IA","Public",151449,"2012-13"
"9347","Southwestern Community College","IA","Public",66354,"2012-13"
"9348","St. Luke's College","IA","Private/Non-Profit",16811,"2012-13"
"9349","University of Dubuque","IA","Private/Non-Profit",1015740,"2012-13"
"9350","University of Iowa","IA","Public",5822030,"2012-13"
"9351","University of Northern Iowa","IA","Public",2803806,"2012-13"
"9352","Upper Iowa University","IA","Private/Non-Profit",961778,"2012-13"
"9353","Vatterott College","IA","Proprietary",197977,"2012-13"
"9354","Waldorf College","IA","Proprietary",415348,"2012-13"
"9355","Wartburg College","IA","Private/Non-Profit",1443838,"2012-13"
"9356","Wartburg Theological Seminary","IA","Private/Non-Profit",79752,"2012-13"
"9357","Western Iowa Tech Community College","IA","Public",195828,"2012-13"
"9358","William Penn University","IA","Private/Non-Profit",777713,"2012-13"
"9359","Boise Bible College","ID","Private/Non-Profit",10000,"2012-13"
"9360","Boise State University","ID","Public",2373514,"2012-13"
"9361","Carrington College","ID","Proprietary",85493,"2012-13"
"9362","College of Idaho (The)","ID","Private/Non-Profit",423597,"2012-13"
"9363","College of Southern Idaho","ID","Public",634664,"2012-13"
"9364","College of Western Idaho","ID","Public",0,"2012-13"
"9365","Eastern Idaho Technical College","ID","Public",69019,"2012-13"
"9366","Idaho State University","ID","Public",1351206,"2012-13"
"9367","Lewis-Clark State College","ID","Public",292124,"2012-13"
"9368","North Idaho College","ID","Public",301617,"2012-13"
"9369","Northwest Nazarene University","ID","Private/Non-Profit",758105,"2012-13"
"9370","University of Idaho","ID","Public",2739242,"2012-13"
"9371","Adler School of Professional Psychology","IL","Private/Non-Profit",310778,"2012-13"
"9372","American Academy of Art","IL","Proprietary",61393,"2012-13"
"9373","American InterContinental University","IL","Proprietary",3935368,"2012-13"
"9374","Augustana College","IL","Private/Non-Profit",2021281,"2012-13"
"9375","Aurora University","IL","Private/Non-Profit",506827,"2012-13"
"9376","Bell Mar Beauty College","IL","Proprietary",6664,"2012-13"
"9377","Benedictine University","IL","Private/Non-Profit",1097054,"2012-13"
"9378","Black Hawk College","IL","Public",288309,"2012-13"
"9379","Blackburn University","IL","Private/Non-Profit",1169132,"2012-13"
"9380","Bradley University","IL","Private/Non-Profit",1798171,"2012-13"
"9381","Business Industrial Resources","IL","Proprietary",147579,"2012-13"
"9382","Cannella School of Hair Design","IL","Proprietary",5124,"2012-13"
"9383","Cannella School of Hair Design","IL","Proprietary",3595,"2012-13"
"9384","Cannella School of Hair Design","IL","Proprietary",6309,"2012-13"
"9385","Cannella School of Hair Design","IL","Proprietary",8440,"2012-13"
"9386","Cannella School of Hair Design","IL","Proprietary",12376,"2012-13"
"9387","Cannella School of Hair Design","IL","Proprietary",3379,"2012-13"
"9388","Carl Sandburg College","IL","Public",114066,"2012-13"
"9389","Chamberlain College of Nursing","IL","Proprietary",1228334,"2012-13"
"9390","Chicago ORT Technical Institute","IL","Private/Non-Profit",41940,"2012-13"
"9391","Chicago State University","IL","Public",835334,"2012-13"
"9392","Chicago Theological Seminary","IL","Private/Non-Profit",41550,"2012-13"
"9393","Christian Life College","IL","Private/Non-Profit",18218,"2012-13"
"9394","City Colleges of Chicago - Kennedy King College","IL","Public",0,"2012-13"
"9395","City Colleges of Chicago - Malcolm X College","IL","Public",0,"2012-13"
"9396","City Colleges of Chicago Harry S Truman College","IL","Public",0,"2012-13"
"9397","City Colleges of Chicago System Office","IL","Public",3507856,"2012-13"
"9398","College of Du Page","IL","Public",588480,"2012-13"
"9399","College of Lake County","IL","Public",414264,"2012-13"
"9400","Columbia College","IL","Private/Non-Profit",1155843,"2012-13"
"9401","Computer Systems Institute","IL","Proprietary",147758,"2012-13"
"9402","Concordia University","IL","Private/Non-Profit",520833,"2012-13"
"9403","Cortiva Institute - Chicago","IL","Proprietary",33694,"2012-13"
"9404","Coyne College","IL","Proprietary",37553,"2012-13"
"9405","Danville Area Community College","IL","Public",289297,"2012-13"
"9406","DePaul University","IL","Private/Non-Profit",6018172,"2012-13"
"9407","DeVry University","IL","Proprietary",26026504,"2012-13"
"9408","Dominican University","IL","Private/Non-Profit",625053,"2012-13"
"9409","East West University","IL","Private/Non-Profit",153436,"2012-13"
"9410","Eastern Illinois University","IL","Public",1388441,"2012-13"
"9411","Elgin Community College","IL","Public",423796,"2012-13"
"9412","Elmhurst College","IL","Private/Non-Profit",955886,"2012-13"
"9413","Erikson Institute","IL","Private/Non-Profit",5312,"2012-13"
"9414","Eureka College","IL","Private/Non-Profit",334648,"2012-13"
"9415","Everest College","IL","Proprietary",143160,"2012-13"
"9416","Fox College","IL","Proprietary",311169,"2012-13"
"9417","Garrett - Evangelical Theological Seminary","IL","Private/Non-Profit",112147,"2012-13"
"9418","Governors State University","IL","Public",765963,"2012-13"
"9419","Graham Hospital School of Nursing","IL","Private/Non-Profit",13378,"2012-13"
"9420","Greenville College","IL","Private/Non-Profit",747997,"2012-13"
"9421","Harold Washington College","IL","Public",0,"2012-13"
"9422","Harper College","IL","Public",386218,"2012-13"
"9423","Harrington College of Design","IL","Proprietary",238720,"2012-13"
"9424","Heartland Community College","IL","Public",223720,"2012-13"
"9425","Hebrew Theological College","IL","Private/Non-Profit",19992,"2012-13"
"9426","Highland Community College","IL","Public",126238,"2012-13"
"9427","Illinois Center For Broadcasting","IL","Proprietary",33403,"2012-13"
"9428","Illinois Central College","IL","Public",481837,"2012-13"
"9429","Illinois College","IL","Private/Non-Profit",658942,"2012-13"
"9430","Illinois College of Optometry","IL","Private/Non-Profit",1590683,"2012-13"
"9431","Illinois Eastern Community Colleges - Olney Central College","IL","Public",630713,"2012-13"
"9432","Illinois Institute of Art (The)","IL","Proprietary",1416129,"2012-13"
"9433","Illinois Institute of Technology","IL","Private/Non-Profit",2841452,"2012-13"
"9434","Illinois School of Health Careers","IL","Proprietary",143092,"2012-13"
"9435","Illinois State University","IL","Public",2627558,"2012-13"
"9436","Illinois Valley Community College","IL","Public",239651,"2012-13"
"9437","Illinois Wesleyan University","IL","Private/Non-Profit",1032350,"2012-13"
"9438","International Academy of Design and Technology","IL","Proprietary",570567,"2012-13"
"9439","J Renee Career Facilitation","IL","Proprietary",0,"2012-13"
"9440","John A. Logan College","IL","Public",237971,"2012-13"
"9441","John Marshall Law School (The)","IL","Private/Non-Profit",468970,"2012-13"
"9442","John Wood Community College","IL","Public",155965,"2012-13"
"9443","Joliet Junior College","IL","Public",335722,"2012-13"
"9444","Judson University","IL","Private/Non-Profit",541697,"2012-13"
"9445","Kankakee Community College","IL","Public",243740,"2012-13"
"9446","Kaskaskia College","IL","Public",126986,"2012-13"
"9447","Kendall College","IL","Proprietary",465513,"2012-13"
"9448","Kishwaukee College","IL","Public",280508,"2012-13"
"9449","Knowledge Systems Institute","IL","Private/Non-Profit",10500,"2012-13"
"9450","Knox College","IL","Private/Non-Profit",1402626,"2012-13"
"9451","La' James International College","IL","Proprietary",7129,"2012-13"
"9452","Lake Forest College","IL","Private/Non-Profit",1464304,"2012-13"
"9453","Lake Forest Graduate School of Management","IL","Private/Non-Profit",3965,"2012-13"
"9454","Lake Land College","IL","Public",181443,"2012-13"
"9455","Le Cordon Bleu College of Culinary Arts in Chicago","IL","Proprietary",184246,"2012-13"
"9456","Lewis and Clark Community College","IL","Public",251852,"2012-13"
"9457","Lewis University","IL","Private/Non-Profit",1086497,"2012-13"
"9458","Lexington College","IL","Private/Non-Profit",11156,"2012-13"
"9459","Lincoln Christian University","IL","Private/Non-Profit",222367,"2012-13"
"9460","Lincoln College","IL","Private/Non-Profit",302688,"2012-13"
"9461","Lincoln Land Community College","IL","Public",183289,"2012-13"
"9462","Loyola University Chicago","IL","Private/Non-Profit",6465272,"2012-13"
"9463","MacCormac College","IL","Private/Non-Profit",64989,"2012-13"
"9464","MacMurray College","IL","Private/Non-Profit",674314,"2012-13"
"9465","McCormick Theological Seminary","IL","Private/Non-Profit",60434,"2012-13"
"9466","McHenry County College","IL","Public",125177,"2012-13"
"9467","McKendree University","IL","Private/Non-Profit",526874,"2012-13"
"9468","Methodist College","IL","Private/Non-Profit",75544,"2012-13"
"9469","Midstate College","IL","Proprietary",92824,"2012-13"
"9470","Midwestern University","IL","Private/Non-Profit",1241137,"2012-13"
"9471","Millikin University","IL","Private/Non-Profit",1145498,"2012-13"
"9472","Monmouth College","IL","Private/Non-Profit",860432,"2012-13"
"9473","Moody Bible Institute","IL","Private/Non-Profit",305473,"2012-13"
"9474","Moraine Valley Community College","IL","Public",288536,"2012-13"
"9475","Morrison Institute of Technology","IL","Private/Non-Profit",46229,"2012-13"
"9476","Morton College","IL","Public",225349,"2012-13"
"9477","Mr. John's School of Cosmetology and Nails","IL","Proprietary",6005,"2012-13"
"9478","Mr. John's School of Cosmetology, Esthetics & Nails","IL","Proprietary",6427,"2012-13"
"9479","National Latino Education Institute","IL","Private/Non-Profit",15649,"2012-13"
"9480","National Louis University","IL","Private/Non-Profit",830041,"2012-13"
"9481","National University of Health Sciences (The)","IL","Private/Non-Profit",894819,"2012-13"
"9482","North Central College","IL","Private/Non-Profit",765463,"2012-13"
"9483","North Park University","IL","Private/Non-Profit",1131498,"2012-13"
"9484","Northeastern Illinois University","IL","Public",1023721,"2012-13"
"9485","Northern Baptist Theological Seminary","IL","Private/Non-Profit",0,"2012-13"
"9486","Northern Illinois University","IL","Public",3683856,"2012-13"
"9487","Northwestern College","IL","Proprietary",447132,"2012-13"
"9488","Northwestern University","IL","Private/Non-Profit",14722260,"2012-13"
"9489","Oakton Community College","IL","Public",272086,"2012-13"
"9490","Olive Harvey College","IL","Public",0,"2012-13"
"9491","Olivet Nazarene University","IL","Private/Non-Profit",1055967,"2012-13"
"9492","Parkland College","IL","Public",302082,"2012-13"
"9493","Pivot Point Academy","IL","Proprietary",35104,"2012-13"
"9494","Prairie State College","IL","Public",126794,"2012-13"
"9495","Quincy University","IL","Private/Non-Profit",458952,"2012-13"
"9496","Rend Lake College","IL","Public",343197,"2012-13"
"9497","Resurrection University","IL","Private/Non-Profit",41030,"2012-13"
"9498","Richard J Daley College-City Colleges of Chicago","IL","Public",0,"2012-13"
"9499","Richland Community College","IL","Public",99304,"2012-13"
"9500","Robert Morris University Illinois","IL","Private/Non-Profit",1543693,"2012-13"
"9501","Rock Valley College","IL","Public",584332,"2012-13"
"9502","Rockford Career College","IL","Proprietary",106043,"2012-13"
"9503","Rockford University","IL","Private/Non-Profit",462791,"2012-13"
"9504","Roosevelt University","IL","Private/Non-Profit",886469,"2012-13"
"9505","Rosalind Franklin University of Medicine and Science","IL","Private/Non-Profit",1545814,"2012-13"
"9506","Rush University","IL","Private/Non-Profit",2396400,"2012-13"
"9507","Saint Augustine College","IL","Private/Non-Profit",147732,"2012-13"
"9508","Saint Xavier University","IL","Private/Non-Profit",1268215,"2012-13"
"9509","Sauk Valley Community College","IL","Public",235601,"2012-13"
"9510","School of the Art Institute of Chicago","IL","Private/Non-Profit",2515276,"2012-13"
"9511","Shawnee Community College","IL","Public",136902,"2012-13"
"9512","Shimer College","IL","Private/Non-Profit",144292,"2012-13"
"9513","South Suburban College of Cook County","IL","Public",458329,"2012-13"
"9514","Southeastern Illinois College","IL","Public",81725,"2012-13"
"9515","Southern Illinois University at Carbondale","IL","Public",4031450,"2012-13"
"9516","Southern Illinois University Edwardsville","IL","Public",2177346,"2012-13"
"9517","Southwestern Illinois College","IL","Public",646328,"2012-13"
"9518","Spoon River College","IL","Public",97470,"2012-13"
"9519","St. John's College","IL","Private/Non-Profit",22043,"2012-13"
"9520","Taylor Business Institute","IL","Proprietary",320051,"2012-13"
"9521","Telshe Yeshiva-Chicago","IL","Private/Non-Profit",91031,"2012-13"
"9522","Tribeca Flashpoint Media Arts Academy","IL","Proprietary",0,"2012-13"
"9523","Trinity Christian College","IL","Private/Non-Profit",382059,"2012-13"
"9524","Trinity College of Nursing and Health Sciences","IL","Private/Non-Profit",9689,"2012-13"
"9525","Trinity International University","IL","Private/Non-Profit",1036607,"2012-13"
"9526","Triton College","IL","Public",362850,"2012-13"
"9527","University of Chicago (The)","IL","Private/Non-Profit",10832915,"2012-13"
"9528","University of Illinois at Chicago","IL","Public",7481367,"2012-13"
"9529","University of Illinois at Springfield","IL","Public",328521,"2012-13"
"9530","University of Illinois at Urbana-Champaign","IL","Public",5577991,"2012-13"
"9531","University of Saint Francis","IL","Private/Non-Profit",645417,"2012-13"
"9532","VanderCook College of Music","IL","Private/Non-Profit",23415,"2012-13"
"9533","Vatterott College","IL","Proprietary",86384,"2012-13"
"9534","Waubonsee Community College","IL","Public",209348,"2012-13"
"9535","Western Illinois University","IL","Public",1118627,"2012-13"
"9536","Westwood College - DuPage","IL","Proprietary",404947,"2012-13"
"9537","Westwood College - O'Hare Airport","IL","Proprietary",439924,"2012-13"
"9538","Wheaton College","IL","Private/Non-Profit",1383250,"2012-13"
"9539","Wilbur Wright College","IL","Public",0,"2012-13"
"9540","Ancilla Domini College","IN","Private/Non-Profit",87582,"2012-13"
"9541","Anderson University","IN","Private/Non-Profit",2192298,"2012-13"
"9542","Aviation Institute of Maintenance","IN","Proprietary",27580,"2012-13"
"9543","Ball State University","IN","Public",2838242,"2012-13"
"9544","Bethany Theological Seminary","IN","Private/Non-Profit",37213,"2012-13"
"9545","Bethel College","IN","Private/Non-Profit",330303,"2012-13"
"9546","Butler University","IN","Private/Non-Profit",1977449,"2012-13"
"9547","Calumet College of Saint Joseph","IN","Private/Non-Profit",155211,"2012-13"
"9548","Christian Theological Seminary","IN","Private/Non-Profit",56971,"2012-13"
"9549","College of Court Reporting","IN","Proprietary",18842,"2012-13"
"9550","Concordia Theological Seminary","IN","Private/Non-Profit",64626,"2012-13"
"9551","Crossroads Bible College","IN","Private/Non-Profit",35818,"2012-13"
"9552","DePauw University","IN","Private/Non-Profit",1181080,"2012-13"
"9553","Don Roberts Beauty School","IN","Proprietary",8067,"2012-13"
"9554","Don Roberts School of Hair Design","IN","Proprietary",5400,"2012-13"
"9555","Earlham College","IN","Private/Non-Profit",1443583,"2012-13"
"9556","Franklin College of Indiana","IN","Private/Non-Profit",780257,"2012-13"
"9557","Goshen College","IN","Private/Non-Profit",906498,"2012-13"
"9558","Grace College and Theological Seminary","IN","Private/Non-Profit",1092337,"2012-13"
"9559","Hanover College","IN","Private/Non-Profit",231756,"2012-13"
"9560","Harrison College","IN","Proprietary",1371466,"2012-13"
"9561","Holy Cross College","IN","Private/Non-Profit",88967,"2012-13"
"9562","Huntington University","IN","Private/Non-Profit",474007,"2012-13"
"9563","Indiana Institute of Technology","IN","Private/Non-Profit",596566,"2012-13"
"9564","Indiana State University","IN","Public",1849251,"2012-13"
"9565","Indiana University - Bloomington","IN","Public",9168145,"2012-13"
"9566","Indiana University - East","IN","Public",224865,"2012-13"
"9567","Indiana University - Kokomo","IN","Public",197620,"2012-13"
"9568","Indiana University - Northwest","IN","Public",418453,"2012-13"
"9569","Indiana University - Purdue University - Ft Wayne","IN","Public",1292831,"2012-13"
"9570","Indiana University - Purdue University Indianapolis","IN","Public",4926606,"2012-13"
"9571","Indiana University - South Bend","IN","Public",822913,"2012-13"
"9572","Indiana University Southeast","IN","Public",698187,"2012-13"
"9573","Indiana Wesleyan University","IN","Private/Non-Profit",1459824,"2012-13"
"9574","International Business College","IN","Proprietary",777123,"2012-13"
"9575","ITT Technical Institute","IN","Proprietary",6921708,"2012-13"
"9576","Ivy Tech Community College of Indiana","IN","Public",5849025,"2012-13"
"9577","Kaplan College","IN","Proprietary",156515,"2012-13"
"9578","Kaplan College","IN","Proprietary",347781,"2012-13"
"9579","Lincoln College of Technology","IN","Proprietary",770908,"2012-13"
"9580","Manchester University","IN","Private/Non-Profit",507237,"2012-13"
"9581","Marian University","IN","Private/Non-Profit",476707,"2012-13"
"9582","Martin University","IN","Private/Non-Profit",119714,"2012-13"
"9583","Medtech College","IN","Proprietary",559028,"2012-13"
"9584","Merrillville Beauty College","IN","Proprietary",10725,"2012-13"
"9585","National College","IN","Proprietary",462804,"2012-13"
"9586","Oakland City University","IN","Private/Non-Profit",409646,"2012-13"
"9587","PJ's College of Cosmetology","IN","Proprietary",9941,"2012-13"
"9588","PJ's College of Cosmetology","IN","Proprietary",17539,"2012-13"
"9589","Purdue University","IN","Public",7593453,"2012-13"
"9590","Purdue University - Calumet","IN","Public",659129,"2012-13"
"9591","Purdue University - North Central","IN","Public",312135,"2012-13"
"9592","Ravenscroft Beauty College","IN","Proprietary",18091,"2012-13"
"9593","Rose - Hulman Institute of Technology","IN","Private/Non-Profit",1409994,"2012-13"
"9594","Saint Elizabeth School of Nursing","IN","Private/Non-Profit",24258,"2012-13"
"9595","Saint Joseph's College","IN","Private/Non-Profit",543405,"2012-13"
"9596","Saint Mary of the Woods College","IN","Private/Non-Profit",169360,"2012-13"
"9597","Saint Mary's College","IN","Private/Non-Profit",763620,"2012-13"
"9598","Saint Meinrad School of Theology","IN","Private/Non-Profit",62565,"2012-13"
"9599","Taylor University","IN","Private/Non-Profit",1354900,"2012-13"
"9600","Trine University","IN","Private/Non-Profit",326584,"2012-13"
"9601","University of Evansville","IN","Private/Non-Profit",1554797,"2012-13"
"9602","University of Indianapolis","IN","Private/Non-Profit",972223,"2012-13"
"9603","University of Notre Dame","IN","Private/Non-Profit",6985727,"2012-13"
"9604","University of Saint Francis","IN","Private/Non-Profit",462056,"2012-13"
"9605","University of Southern Indiana","IN","Public",417733,"2012-13"
"9606","Valparaiso University","IN","Private/Non-Profit",2890807,"2012-13"
"9607","Vincennes Beauty College","IN","Proprietary",7185,"2012-13"
"9608","Vincennes University","IN","Public",736328,"2012-13"
"9609","Wabash College","IN","Private/Non-Profit",0,"2012-13"
"9610","Allen County Community College","KS","Public",133886,"2012-13"
"9611","Baker University","KS","Private/Non-Profit",863810,"2012-13"
"9612","Barclay College","KS","Private/Non-Profit",69831,"2012-13"
"9613","Barton County Community College","KS","Public",90880,"2012-13"
"9614","Benedictine College","KS","Private/Non-Profit",1039771,"2012-13"
"9615","Bethany College","KS","Private/Non-Profit",578255,"2012-13"
"9616","Bethel College","KS","Private/Non-Profit",891618,"2012-13"
"9617","Brown Mackie College (The)","KS","Proprietary",235886,"2012-13"
"9618","Butler County Community College","KS","Public",403350,"2012-13"
"9619","Central Christian College of Kansas","KS","Private/Non-Profit",283361,"2012-13"
"9620","Cleveland University-Kansas City","KS","Private/Non-Profit",246863,"2012-13"
"9621","Cloud County Community College","KS","Public",181736,"2012-13"
"9622","Coffeyville Community College","KS","Public",85044,"2012-13"
"9623","Colby Community College","KS","Public",131396,"2012-13"
"9624","Cowley County Community College & Area Vocational Technical School","KS","Public",203686,"2012-13"
"9625","Dodge City Community College","KS","Public",79852,"2012-13"
"9626","Donnelly College","KS","Private/Non-Profit",118056,"2012-13"
"9627","Emporia State University","KS","Public",1549860,"2012-13"
"9628","Flint Hills Technical College","KS","Public",49736,"2012-13"
"9629","Fort Hays State University","KS","Public",2114031,"2012-13"
"9630","Fort Scott Community College","KS","Public",98500,"2012-13"
"9631","Friends University","KS","Private/Non-Profit",842800,"2012-13"
"9632","Garden City Community College","KS","Public",122539,"2012-13"
"9633","Haskell Indian Nations University","KS","Public",36126,"2012-13"
"9634","Hesston College","KS","Private/Non-Profit",452357,"2012-13"
"9635","Highland Community College","KS","Public",105989,"2012-13"
"9636","Hutchinson Community College","KS","Public",226321,"2012-13"
"9637","Independence Community College","KS","Public",123205,"2012-13"
"9638","Johnson County Community College","KS","Public",622318,"2012-13"
"9639","Kansas City Kansas Community College","KS","Public",299243,"2012-13"
"9640","Kansas State University","KS","Public",3490408,"2012-13"
"9641","Kansas Wesleyan University","KS","Private/Non-Profit",401405,"2012-13"
"9642","LaBaron Hairdressing Academy","KS","Proprietary",6605,"2012-13"
"9643","Labette Community College","KS","Public",63474,"2012-13"
"9644","Manhattan Area Technical College","KS","Public",28062,"2012-13"
"9645","Manhattan Christian College","KS","Private/Non-Profit",122295,"2012-13"
"9646","McPherson College","KS","Private/Non-Profit",286619,"2012-13"
"9647","MidAmerica Nazarene University","KS","Private/Non-Profit",793322,"2012-13"
"9648","Neosho County Community College","KS","Public",63128,"2012-13"
"9649","Newman University","KS","Private/Non-Profit",208336,"2012-13"
"9650","North Central Kansas Technical College","KS","Public",46699,"2012-13"
"9651","Northwest Kansas Technical College","KS","Public",39327,"2012-13"
"9652","Ottawa University","KS","Private/Non-Profit",777725,"2012-13"
"9653","Pinnacle Career Institute","KS","Proprietary",21572,"2012-13"
"9654","Pittsburg State University","KS","Public",1259353,"2012-13"
"9655","Pratt Community College","KS","Public",26350,"2012-13"
"9656","Salina Area Technical College","KS","Public",2883,"2012-13"
"9657","Seward County Community College/Area Technical School","KS","Public",96639,"2012-13"
"9658","Southwestern College","KS","Private/Non-Profit",744011,"2012-13"
"9659","Sterling College","KS","Private/Non-Profit",284796,"2012-13"
"9660","Tabor College","KS","Private/Non-Profit",461813,"2012-13"
"9661","University of Kansas","KS","Public",5201050,"2012-13"
"9662","University of Saint Mary","KS","Private/Non-Profit",195568,"2012-13"
"9663","Washburn University - Topeka","KS","Public",954465,"2012-13"
"9664","Wichita Area Technical College","KS","Public",153840,"2012-13"
